,Ref_x,Subject,Locale_processed
955421,8838792,ETS BEUTELSTETTER ET FILS AGISSANT TANT POUR SON COMPTE QUE POUR CELUI DES SOSCIÉTÉS SCIERIE BEUTELS,FRA
955423,8838794,ETRIER DE BOURGOGNE,FRA
955428,8838799,ETOILE ROUGE,FRA
955429,8838800,ETOILE 05 SARL,FRA
955435,8838806,ETIENNE LACROIX FINANCES,FRA
955438,8838809,ETIC FINANCES,FRA
955440,8838811,ETHONY,FRA
955443,8838814,ETHIQUABLE,FRA
955461,8838832,ETB ALARME,FRA
955463,8838834,ETARES,FRA
955464,8838835,ETANCOBA,FRA
955466,8838837,ETABLISSEMENTS VERNET ET FILS,FRA
955467,8838838,ETABLISSEMENTS SARRADE ET GALTIER,FRA
955468,8838839,ETABLISSEMENTS ROUCHY,FRA
955469,8838840,ETABLISSEMENTS ROGER BIGMAT,FRA
955470,8838841,ETABLISSEMENTS RIEU ET COMPAGNIE,FRA
955471,8838842,ETABLISSEMENTS RENE FERRARINI,FRA
955472,8838843,ETABLISSEMENTS R. MORET,FRA
955473,8838844,ETABLISSEMENTS R. HERMET,FRA
955474,8838845,ETABLISSEMENTS PLANCHER,FRA
955475,8838846,ETABLISSEMENTS PIERRE QUIOC,FRA
955476,8838847,ETABLISSEMENTS PIERETTI,FRA
955477,8838848,ETABLISSEMENTS PERRIN,FRA
955478,8838849,ETABLISSEMENTS PAUL GAUTIER ET FILS,FRA
955479,8838850,ETABLISSEMENTS PATE,FRA
955480,8838851,ETABLISSEMENTS MOUCHOTTE,FRA
955481,8838852,ETABLISSEMENTS MILHE ET AVONS,FRA
955482,8838853,ETABLISSEMENTS MILER,FRA
955483,8838854,ETABLISSEMENTS MAUVIEL,FRA
955484,8838855,ETABLISSEMENTS MARIAZ FRERES,FRA
955485,8838856,ETABLISSEMENTS MARCHAND,FRA
955486,8838857,ETABLISSEMENTS MAITRE,FRA
955487,8838858,ETABLISSEMENTS LOMBARD SILVESTRE,FRA
955488,8838859,ETABLISSEMENTS LEVERGER,FRA
955489,8838860,ETABLISSEMENTS LAURIDANT,FRA
955490,8838861,ETABLISSEMENTS LAURAND,FRA
955491,8838862,ETABLISSEMENTS LAGARDE,FRA
955492,8838863,ETABLISSEMENTS JEUDY-AGRI,FRA
955493,8838864,ETABLISSEMENTS GUY JOUBERT,FRA
955494,8838865,ETABLISSEMENTS GUENEE,FRA
955495,8838866,ETABLISSEMENTS GILBERT DUMORTIER,FRA
955496,8838867,ETABLISSEMENTS GERARD BUIRON,FRA
955497,8838868,ETABLISSEMENTS FOUQUET PERE ET FILS,FRA
955498,8838869,ETABLISSEMENTS FARINAUX,FRA
955499,8838870,ETABLISSEMENTS DURECU,FRA
955500,8838871,ETABLISSEMENTS DOUCET,FRA
955501,8838872,ETABLISSEMENTS DECAYEUX,FRA
955502,8838873,ETABLISSEMENTS DANTHON FRERES,FRA
955503,8838874,ETABLISSEMENTS CREVAT,FRA
955504,8838875,ETABLISSEMENTS COUDOUR VERMOREL,FRA
955505,8838876,ETABLISSEMENTS CHEVANNES MERCERON BALLERY,FRA
955506,8838877,ETABLISSEMENTS CHARLES FRERES,FRA
955507,8838878,ETABLISSEMENTS CANEPA-ZETER,FRA
955508,8838879,ETABLISSEMENTS BRUN DE VIAN TIRAN,FRA
955509,8838880,ETABLISSEMENTS BRUHY-VACHERAND,FRA
955510,8838881,ETABLISSEMENTS BISE,FRA
955511,8838882,ETABLISSEMENTS BERNHARDT ET COMPAGNIE,FRA
955512,8838883,ETABLISSEMENTS BERNARD HEUCHEL,FRA
955513,8838884,ETABLISSEMENTS BARDUSCO,FRA
955514,8838885,ETABLISSEMENTS BARBIRATI PEINTURES ET VERNIS,FRA
955515,8838886,ETABLISSEMENT VANDENBULCK,FRA
955517,8838888,ETABLISSEMENT LARROQUE,FRA
955518,8838889,ETABLISSEMENT HUSSER SARL,FRA
955519,8838890,ETABLISSEMENT HEID PAUL,FRA
955520,8838891,ETABLISSEMENT D ENSEIGNEMENT SUPERIEUR CONSULAIREHAUTES ETUDES COMMERCIALES DE PARIS,FRA
955521,8838892,ETABLISSEMENT BAUSSANT SA,FRA
955522,8838893,ETA DU PIGEONNIER,FRA
955561,8838932,EST ENROBES,FRA
955562,8838933,EST COMMUNICATIONS,FRA
955563,8838934,ESSOR MPI BOCAGE,FRA
955564,8838935,ESSOR,FRA
955565,8838936,ESSILORLUXOTTICA,FRA
955574,8838945,ESSEVELIS,FRA
955590,8838961,ESSE BAGNO,FRA
955595,8838966,ESRI FRANCE,FRA
955600,8838971,ESPRIT SUD,FRA
955601,8838972,ESPRIT PCM,FRA
955606,8838977,Espoir Du 4 Eme Age Asso,FRA
955608,8838979,ESPEREM,FRA
955610,8838981,ESPERANCE BANLIEUES REIMS,FRA
955618,8838989,ESPACES PAYSAGERS,FRA
955620,8838991,ESPACE PC INTERNATIONAL,FRA
955621,8838992,Espace Mutualiste Givordin  Mutuelle des Travailleurs de la,FRA
955622,8838993,ESPACE JL55,FRA
955623,8838994,E-SPACE,FRA
955625,8838996,ESOPP,FRA
955628,8838999,ESMS CONSEIL,FRA
955644,8839015,ESITC,FRA
955650,8839021,ESFIN GESTION,FRA
955652,8839023,ESF VAL D ISERE,FRA
955653,8839024,ESF ECOLE DE SKI FRANCAIS DE TIGNE LE LAC,FRA
955657,8839028,ESCV - ENTREPRISE SANITAIRE CHAUFFAGE,FRA
955665,8839036,ESCOFI,FRA
955676,8839047,ESCAO ASSOCIS,FRA
955678,8839049,ESCALUX SA TANT POUR SON COMPTE QUE CELUI DE FINALUX  SAS,FRA
955681,8839052,ESCAFLANDRES,FRA
955682,8839053,ESCAFI,FRA
955729,8839100,ERNEST SOULARD,FRA
955732,8839103,ERNA HOLDING,FRA
955733,8839104,ERMIUM THERAPEUTICS,FRA
955737,8839108,ERM PARTICIPATIONS,FRA
955742,8839113,ERISIS,FRA
955743,8839114,ERINVEST,FRA
955748,8839119,ERIC SALMON,FRA
955751,8839122,ERHARDT ET LEIMER FRANCE SARL,FRA
955762,8839133,ERGODEVELOPPEMENT,FRA
955769,8839140,E-RECYCLE,FRA
955792,8839163,EQUITERRE INVEST,FRA
955797,8839168,EQUIPEMENT ELECTRIQUE DE LAIN - E.E.A.,FRA
955802,8839173,EQUIP +,FRA
955803,8839174,EQUINOX,FRA
955826,8839197,EPSILON CONSEIL,FRA
955834,8839205,EPREVILLE CONSEIL AGISSANT TANT POUR SON COMPTE QUE POUR CELUI DE ML AUTO DÉVELOPPEMENT,FRA
955835,8839206,EPPLN ENTREPOT PETROLIER DE PORT LA NOUVELLE,FRA
955843,8839214,EPJB,FRA
955848,8839219,EPISCOPE FINANCE,FRA
955853,8839224,EPI DISTRIBUTION,FRA
955854,8839225,EPHIE INDUSTRIES,FRA
955867,8839238,EOX INVEST,FRA
955868,8839239,EOWIN HOLDING 1,FRA
955869,8839240,EOS CORRUGATED GROUP EVO,FRA
955871,8839242,EOLYS,FRA
955874,8839245,EOLE HOLDINGS,FRA
955876,8839247,EOCCZ,FRA
955877,8839248,EO2,FRA
955890,8839261,ENVIRONNEMENT SERVICE,FRA
955910,8839281,ENVAL DISTRIBUTION,FRA
955913,8839284,ENTRETIEN SNCE - STE NOUVELLE CHEMISAGE ET ENTRETIEN,FRA
955914,8839285,ENTREPRISES REUTENAUER FRANQUE,FRA
955915,8839286,ENTREPRISES LECAMUS,FRA
955916,8839287,ENTREPRISES FRANQUE,FRA
955917,8839288,ENTREPRISE SOYER,FRA
955918,8839289,ENTREPRISE SERRAND TP,FRA
955919,8839290,ENTREPRISE SAVEL BERNARD ET FILS,FRA
955920,8839291,ENTREPRISE SAUTEL,FRA
955921,8839292,ENTREPRISE SALLEE,FRA
955922,8839293,ENTREPRISE ROSATI ET COMPAGNIE,FRA
955923,8839294,ENTREPRISE ROGER GUILLOT ET FILS,FRA
955924,8839295,ENTREPRISE RICHARD,FRA
955925,8839296,ENTREPRISE REYNIER,FRA
955926,8839297,ENTREPRISE POUR LA CONSERVATION DU PATRIMOINE,FRA
955927,8839298,ENTREPRISE PASQUET,FRA
955928,8839299,ENTREPRISE PASCAL ET FILS,FRA
955929,8839300,ENTREPRISE MUTTONI P. & FILS - T.P.,FRA
955930,8839301,ENTREPRISE MUTTONI P. & FILS - MACONNERIE,FRA
955931,8839302,ENTREPRISE MOLIN,FRA
955932,8839303,ENTREPRISE MICHEL DAMEME,FRA
955933,8839304,ENTREPRISE LEFORT,FRA
955934,8839305,ENTREPRISE LE LANN JF,FRA
955935,8839306,ENTREPRISE LAURENT ET COMBET,FRA
955936,8839307,ENTREPRISE JACOUTON FRERES,FRA
955937,8839308,ENTREPRISE J BURLINCHON ET FILS,FRA
955938,8839309,ENTREPRISE GUILLOT TRAVAUX PUBLICS,FRA
955939,8839310,ENTREPRISE GUILLIMIN,FRA
955940,8839311,ENTREPRISE GRUAT T.P.,FRA
955941,8839312,ENTREPRISE GOUSSERY FRERES,FRA
955942,8839313,ENTREPRISE GIRARD SARL,FRA
955943,8839314,ENTREPRISE GIRARD ET RIVO,FRA
955944,8839315,ENTREPRISE GÉNÉRALE DE SERRURERIE,FRA
955945,8839316,ENTREPRISE GENERALE DE SECURITE,FRA
955946,8839317,ENTREPRISE GENERALE DE POSE DE JOINTS,FRA
955947,8839318,ENTREPRISE GATILLE,FRA
955948,8839319,ENTREPRISE GARCON ETANCHEITE,FRA
955949,8839320,ENTREPRISE FOLGHERA ET BELAY,FRA
955950,8839321,ENTREPRISE FERRO,FRA
955951,8839322,ENTREPRISE ESTRADE,FRA
955952,8839323,ENTREPRISE DUPONCHEL SOC,FRA
955953,8839324,ENTREPRISE DINSERTION ADEQUATION,FRA
955954,8839325,ENTREPRISE DESCOTES,FRA
955955,8839326,ENTREPRISE DESCHANELS SA,FRA
955956,8839327,ENTREPRISE DEJOURS,FRA
955957,8839328,ENTREPRISE DECIMA,FRA
955958,8839329,ENTREPRISE DE VIDANGE DES TROIS VILLES,FRA
955959,8839330,ENTREPRISE DANIEL FRAISSE,FRA
955960,8839331,ENTREPRISE D ELECTRICITE,FRA
955961,8839332,ENTREPRISE COUSIN,FRA
955962,8839333,ENTREPRISE COURTEIX,FRA
955963,8839334,ENTREPRISE COTTET,FRA
955964,8839335,ENTREPRISE CONSTRUCTION JOAQUIM ARMINDO,FRA
955965,8839336,ENTREPRISE CHABANAL ET FILS,FRA
955966,8839337,ENTREPRISE CESARO,FRA
955967,8839338,ENTREPRISE BOSGIRAUD,FRA
955968,8839339,ENTREPRISE BONATO FRANCK,FRA
955969,8839340,ENTREPRISE BERGERON ET PITOT,FRA
955970,8839341,ENTREPRISE BEAUPERTUIT,FRA
955971,8839342,ENTREPRISE AUDEMARD,FRA
955972,8839343,ENTREPRISE ALLAYRAT,FRA
955973,8839344,ENTREPRISE ALEXIS AUDIGIER,FRA
955974,8839345,ENTREPRISE ADAPTEE ATELIERS AMIS,FRA
955975,8839346,ENTREPRISE ABBE JOSEPH,FRA
955976,8839347,ENTREPOTS FRIGORIFIQUES DE BESANCON,FRA
955977,8839348,ENTREP TRAVAUX ELECTRIQUES CANALISATIONS,FRA
955997,8839368,ENTHEOS SAS,FRA
956026,8839397,ENSWEET,FRA
956033,8839404,ENSIO GROUP,FRA
956034,8839405,ENSINGER FRANCE,FRA
956042,8839413,ENRX,FRA
956049,8839420,ENOVIO,FRA
956051,8839422,ENOSIS,FRA
956056,8839427,ENOGRID,FRA
956057,8839428,ENOE ENERGIE,FRA
956067,8839438,ENNEA GROUPE,FRA
956086,8839457,ENGINEERISK,FRA
956092,8839463,ENGINEERING MESURES,FRA
956120,8839491,ENERLIS,FRA
956125,8839496,ENERGY SCA SICAV-FIS,FRA
956131,8839502,ENERGY MECHANICAL BUILDING,FRA
956165,8839536,ENENSYS TECHNOLOGIES SAS,FRA
956166,8839537,ENELEB,FRA
956171,8839542,ENDURANCE ENVIRONNEMENT S,FRA
956172,8839543,ENDU HOLDING,FRA
956178,8839549,ENDODIAG,FRA
956180,8839551,ENDEO ENVIRONNEMENT,FRA
956187,8839558,ENCRES DUBUIT TANT POUR SON COPTE QUE POUR LE COM TE DE DUBU,FRA
956199,8839570,ENACO  CARRIERES & CONSEIL,FRA
956201,8839572,EMZ PARTNERS,FRA
956202,8839573,EMVH,FRA
956260,8839631,EMPLOIS VERTS,FRA
956273,8839644,EMMA TRANS,FRA
956275,8839646,EMMA,FRA
956277,8839648,EMKA FRANCE FORT,FRA
956282,8839653,EMITECH,FRA
956292,8839663,EMILE.B,FRA
956298,8839669,EMERSON &CO,FRA
956305,8839676,EMERAUDE PNEU,FRA
956306,8839677,EMERAUD TOPCO HOLDING,FRA
956311,8839682,EMERALD FUND SCA SICAV-RAIF,FRA
956312,8839683,EMERALD FUND SCA SICAV FIS,FRA
956318,8839689,EMBYS TECHNOLOGIES,FRA
956323,8839694,EMBOUTEILLAGE EAU MINERALE DIDIER SAS,FRA
956330,8839701,EMB PALETTES,FRA
956333,8839704,EMAWEN INVEST,FRA
956344,8839715,EMACA,FRA
956349,8839720,ELYSEES RESIDENCE 5,FRA
956351,8839722,ELYSÉE PIERRE,FRA
956358,8839729,ELUDOM,FRA
956360,8839731,ELTIS,FRA
956384,8839755,ELOTIN LEMAN PREVENTION INCENDIE,FRA
956398,8839769,ELMANA,FRA
956399,8839770,ELMA SARL,FRA
956402,8839773,ELLISPORT HOLDING,FRA
956417,8839788,ELLEDIS AGISSANT TANT POUT SON COMPTE QUE POUR CELUI DE ELLE DISTRIBUTION ET DE SCI SANCEO,FRA
956432,8839803,ELKA-FRANCE,FRA
956463,8839834,ELEVEN DEVELOPMENT,FRA
956464,8839835,ELEVEN & CO,FRA
956468,8839839,ELEVAGE DRESSAGE ET PATURAGES,FRA
956477,8839848,ELEPHANTS AND VENTURES,FRA
956482,8839853,ELEMENTS APPS,FRA
956483,8839854,ELEMENTS,FRA
956514,8839885,ELECTRONIC EQUIPMENT TRADING FRANCE,FRA
956538,8839909,ELECTRICITE HEUACKER STE,FRA
956539,8839910,ELECTRICITE DAZUR,FRA
956554,8839925,ELECTRIC AUTO SIMONIN,FRA
956565,8839936,ELEC LES ABRETS,FRA
956567,8839938,ELEA,FRA
956568,8839939,ELE INVESTISSEMENT,FRA
956577,8839948,ELDAPI,FRA
956581,8839952,ELCAHIMA,FRA
956586,8839957,ELAUDIS,FRA
956593,8839964,ELANETAY,FRA
956597,8839968,ELAG EMBALLAGES,FRA
956619,8839990,EKSAE DEVELOPPEMENT,FRA
956621,8839992,EKOSCAN,FRA
956643,8840014,EISSAURE SARL,FRA
956649,8840020,EIS FIT RETAIL,FRA
956659,8840030,EIFHYTEC,FRA
956660,8840031,EIFFEL 65,FRA
956663,8840034,EHPAD MISSIONS AFRICAINES,FRA
956664,8840035,EHPAD LE RAYON DE SOLEIL,FRA
956665,8840036,EHPAD FONDATION DUBOIS,FRA
956669,8840040,EHDH,FRA
956670,8840041,EHD,FRA
956674,8840045,EGTBI - ENTREPRISE GÉNÉRALE DE TRAVAUX,FRA
956683,8840054,EGLOG,FRA
956698,8840069,EGH SARL,FRA
956699,8840070,EGGO,FRA
956700,8840071,EGERIE SOFTWARE,FRA
956704,8840075,EGC CENTRE EST,FRA
956710,8840081,EFMA - ASSOCIATION EUROPÉENNE DE MARKETING FINANCIER,FRA
956715,8840086,EFK FINANCE,FRA
956716,8840087,EFINOR,FRA
956720,8840091,EFG,FRA
956721,8840092,EFFYNANCES,FRA
956725,8840096,EFFIENERGIES RHONE,FRA
956728,8840099,EFFICACITE ET BATIMENT,FRA
956740,8840111,EFECTIS HOLDING,FRA
956745,8840116,EERTC,FRA
956763,8840134,EDV S A S,FRA
956779,8840150,EDSB - ENERGIE DEVELOPPEMENT SERVICES DU BRIANCONNAIS,FRA
956790,8840161,EDMA,FRA
956796,8840167,EDITIONS LVA,FRA
956797,8840168,EDITIONS ET SERVICES INFORMATIQUES,FRA
956798,8840169,EDITIONS CELLARD,FRA
956804,8840175,EDIS EXPLOITATION,FRA
956878,8840249,EDICE,FRA
956881,8840252,EDH,FRA
956901,8840272,EDEN HABITAT,FRA
956904,8840275,EDELWEISS,FRA
956905,8840276,EDEC,FRA
956920,8840291,ECV HOLDING AGISSANT TANT POUR SON COMPTE QUE POURLE COMPTE DE EMBALLAGE DU COMTAT,FRA
956925,8840296,ECT (groupe TELENCO),FRA
956926,8840297,ECS,FRA
956928,8840299,ECRIN DELITIS,FRA
956933,8840304,ECP DEVELOPPEMENT,FRA
956936,8840307,ECOTROPHELIA EUROPE,FRA
956938,8840309,ECOTIM,FRA
956941,8840312,ECO-TECH CERAM,FRA
956952,8840323,ECOPLASTICS,FRA
956970,8840341,ECOMAISON,FRA
956971,8840342,ECOM PARTNERS,FRA
956976,8840347,ECOLOGIC,FRA
956977,8840348,ECOLE POLYTECHNIQUE ASSURANCES,FRA
956978,8840349,ECOLE NAT DROIT CHAMBRE AVOUES,FRA
956979,8840350,ECOLE FRANCAISE DE MASSAGE EFM,FRA
956980,8840351,ECOLE DU SKI FRANCAIS,FRA
956981,8840352,ECOLE DES ETABLIERES,FRA
956982,8840353,ECOLE DE PROVENCE COLLEGE,FRA
956983,8840354,ECOLE CATHOLIQUE DAPPRENTISSAGE PAR LAUTOMOBILE,FRA
956986,8840357,ECOGI SAS,FRA
956999,8840370,ECOBOX,FRA
957016,8840387,ECNV AGISSANT TANT POUR SON COMPTE QUE POUR CELUIDE SOPARDEL,FRA
957019,8840390,ECM GROUP,FRA
957029,8840400,ECIM,FRA
957039,8840410,ECHAFAUDAGE SERVICES AGISSANT TANT POUR SON COMPTEET POUR CELUI DU GROUPE HORTON,FRA
957041,8840412,ECF TOPCO,FRA
957046,8840417,ECDA ELECTRICITE CHAUFFAGE DETECTION ALARME,FRA
957048,8840419,ECCE ASSOCIES,FRA
957052,8840423,EC INTERNATIONAL GROUP,FRA
957054,8840425,EC CREATION,FRA
957055,8840426,EBSA,FRA
957075,8840446,EBGF  ENTREPRISE DE BATIMENT GARINO ET FILS,FRA
957076,8840447,EBERHART ET CIE,FRA
957085,8840456,EB CONSULTING,FRA
957087,8840458,EAUX ET PISCINES CONSTRUCTION,FRA
957088,8840459,EAU ET VAPEUR,FRA
957089,8840460,EASYTURN,FRA
957090,8840461,EASYTAX TANT POUR SON COMPTE QUE POUR LE COMPTE DEEASYTAX INTERNATIONAL,FRA
957091,8840462,EASYSOLAR,FRA
957120,8840491,EAST JORDAN EUROPE HOLDIN,FRA
957152,8840523,EARLY BIRD,FRA
957155,8840526,EARL VINCENT,FRA
957156,8840527,EARL VIGNOBLES RICHARD ET FILS,FRA
957157,8840528,EARL VDH,FRA
957158,8840529,EARL MORIN LAURENT,FRA
957159,8840530,EARL DU POIRIER AUX SAINTS,FRA
957160,8840531,EARL DESLANDES,FRA
957161,8840532,EARL DES HAUTS DE GAILLON,FRA
957162,8840533,EARL DES COUTUMES,FRA
957163,8840534,EARL DES CHATEAUX,FRA
957164,8840535,EARL DELALEU,FRA
957165,8840536,EARL DE TOUSSAC,FRA
957166,8840537,EARL COUPE,FRA
957167,8840538,EARL BRIERRE,FRA
957168,8840539,EARL BARRIER,FRA
957183,8840554,EAGLE INDUSTRY FRANCE,FRA
957194,8840565,EAB GROUPE,FRA
957195,8840566,E7 DEVELOPPEMENTS,FRA
957196,8840567,E3R,FRA
957198,8840569,E2LG,FRA
957202,8840573,E.U.R.L. EMMANUEL BAILLY,FRA
957205,8840576,E.S. MENARD,FRA
957208,8840579,E.M CONSEILS SARL,FRA
957212,8840583,E.D.C,FRA
957213,8840584,E.C. HOLDING,FRA
957225,8840596,E V TRANS,FRA
957226,8840597,E R M J AGISSANT TANT POU,FRA
957227,8840598,E R C M,FRA
957228,8840599,E OPHTALMO RJ,FRA
957256,8840627,DYNACOM 92,FRA
957257,8840628,DYNACOM,FRA
957261,8840632,DYMEX,FRA
957262,8840633,DYLCO,FRA
957288,8840659,DVE TRANSPORT,FRA
957290,8840661,DV2F,FRA
957293,8840664,DUVERNAY LART DU VIN,FRA
957295,8840666,DUTSCHER HOLDING,FRA
957321,8840692,DUROCASSE SARL,FRA
957326,8840697,DURAND BATIMENT,FRA
957327,8840698,DURANCE INTERNATIONAL,FRA
957331,8840702,DURA GROUP,FRA
957332,8840703,DUPRIE DEVELOPPEMENT,FRA
957333,8840704,DUPORT AGRI,FRA
957334,8840705,DUPONT SAS,FRA
957337,8840708,DUOTECH,FRA
957340,8840711,DUO-INVEST,FRA
957349,8840720,DUNKERQUE PROMOTION,FRA
957350,8840721,DUNI SARL,FRA
957365,8840736,DUMOULIN JEAN LUC,FRA
957366,8840737,DUMORTIER,FRA
957368,8840739,DUMAS ET COLINOT SOC,FRA
957382,8840753,DUFOIX ENTREPRISE,FRA
957397,8840768,DUCRU BEAUCAILLOU SA,FRA
957398,8840769,DUCROS VALENCE SERTI TANT,FRA
957399,8840770,DUCREUX MANAGEMENT,FRA
957400,8840771,DUCRET INVESTISSEMENT,FRA
957405,8840776,DUBOURGET FINANCES,FRA
957407,8840778,DUBBING BROTHERS COMPANY,FRA
957417,8840788,DU.FI.DEV. SA,FRA
957418,8840789,DU PLANANT,FRA
957419,8840790,DU COUTE DE TIE,FRA
957426,8840797,DTECH,FRA
957428,8840799,DT NET,FRA
957432,8840803,DSV FRANCE,FRA
957442,8840813,DSE,FRA
957443,8840814,Dsd Holding Sarl,FRA
957446,8840817,DS CONSEILS,FRA
957448,8840819,DS 55,FRA
957450,8840821,GZ GROUP,FRA
957477,8840848,GUYENNE PAPIER SAS,FRA
957478,8840849,GUY QUENOUILLE ET FILS,FRA
957484,8840855,GUSTIN MICHEAUX,FRA
957487,8840858,GURTNER,FRA
957517,8840888,GUILLOT ET COMPAGNIE,FRA
957524,8840895,GUIGNARD ROBOTISATION,FRA
957525,8840896,GUIGARD DEVELOPPEMENT,FRA
957535,8840906,GUARD INDUSTRIE,FRA
957549,8840920,GTRANDYS,FRA
957557,8840928,GSR2A Police Syndics Divers,FRA
957569,8840940,GS1 FRANCE,FRA
957574,8840945,GS CONSTRUCTIONS TANT POUR SON COMPTE QUE POUR CELUI DE GSP HOLDING ET JCG HOLDING,FRA
957575,8840946,GS & DH,FRA
957579,8840950,GRUSON MATERIAUX SARL,FRA
957735,8841106,GROUPEMENT INTERNATIONAL DE MEANIQUE AGRICOLE,FRA
957736,8841107,GROUPEMENT INDUS HABILLEMENT REG CHOLET,FRA
957737,8841108,GROUPEMENT FONCIER RURAL DE PREUILLY,FRA
957738,8841109,GROUPEMENT DES INDUSTRIES FRANCAISES AERONAUTIQUESET SPATIALES,FRA
957739,8841110,GROUPEMENT DES HOPITAUX DE L INSTITUT CATHOLIQUE DE LILLE AG,FRA
957740,8841111,GROUPEMENT DES BIERES SPECIALES,FRA
957741,8841112,GROUPEMENT DEMPLOYEURS CHANTEMERLE,FRA
957742,8841113,GROUPEMENT DEMPLOYEURS BATIMENT ET TRAVAUX PUBLICS,FRA
957743,8841114,GROUPEMENT DEMPLOYEUR MARTIN,FRA
957744,8841115,GROUPEMENT DE SOCIETES DE RESTAURATION IMMOBILIERE,FRA
957745,8841116,GROUPEMENT DE PROTECTION JURIDIQUE DES MAJEURS  GPJM,FRA
957746,8841117,GROUPEMENT D EMPLOYEURS INTER REGIONAL DE L INGENIERIE DE LA CONSTRUCTION,FRA
957747,8841118,GROUPEMENT D EMPLOYEURS DU LOIR,FRA
957748,8841119,GROUPE-LEFEBVRE,FRA
957749,8841120,GROUPE ZUBER LAEDERICH,FRA
957750,8841121,GROUPE VITAMINE T,FRA
957751,8841122,GROUPE VALENTIN,FRA
957752,8841123,GROUPE TRANSATLANTIC HOLDING,FRA
957753,8841124,GROUPE TRACE,FRA
957754,8841125,GROUPE TITANAIR,FRA
957755,8841126,GROUPE TGS FRANCE,FRA
957756,8841127,GROUPE TEDIBER,FRA
957757,8841128,GROUPE TANCOGNE,FRA
957758,8841129,GROUPE T.S.E.,FRA
957759,8841130,GROUPE STEMAN,FRA
957760,8841131,GROUPE SPECIAL LINES,FRA
957761,8841132,GROUPE SOS SENIORS,FRA
957762,8841133,GROUPE SOCOMORE ET SES FILIALES,FRA
957763,8841134,GROUPE SOCODA SA,FRA
957764,8841135,GROUPE SNP TANT POUR SON COMPTQUE POUR LE COMPTE DES SOCIET,FRA
957765,8841136,GROUPE SMISO MUTUELLE DES CADRS,FRA
957766,8841137,Groupe SMA BTP SMA VIE IARD,FRA
957767,8841138,GROUPE SERVICES FRANCE,FRA
957768,8841139,GROUPE SERL,FRA
957769,8841140,GROUPE SERAC HOLDING agissant tant pour son compte que pour le compte de ses filiale,FRA
957770,8841141,GROUPE SCLAVO,FRA
957771,8841142,GROUPE SAS HAURION,FRA
957772,8841143,GROUPE SALMON ARC EN CIEL,FRA
957773,8841144,GROUPE SAB  FINANCIÈRE D AZOLETTE,FRA
957774,8841145,GROUPE ROMET SARL,FRA
957775,8841146,GROUPE RIBER et ses filiales,FRA
957776,8841147,GROUPE RENFORT,FRA
957777,8841148,GROUPE RBC,FRA
957778,8841149,GROUPE RAVE,FRA
957779,8841150,GROUPE PTH,FRA
957780,8841151,GROUPE PROMO MIDI,FRA
957781,8841152,GROUPE PPO HOLDING SAS,FRA
957782,8841153,GROUPE POKKER,FRA
957784,8841155,GROUPE PELLETIER - PEPEL,FRA
957785,8841156,GROUPE PASCAL BOULANGER,FRA
957786,8841157,GROUPE OZDEMIR FINANCE,FRA
957787,8841158,GROUPE ORRA,FRA
957788,8841159,GROUPE ORCHIDEES,FRA
957789,8841160,GROUPE OLVEA,FRA
957791,8841162,GROUPE NEXITY,FRA
957792,8841163,GROUPE NEO,FRA
957793,8841164,GROUPE MUTUAL LOGISTICS,FRA
957794,8841165,GROUPE MONASSIER,FRA
957795,8841166,GROUPE ML DEVELOPPEMENT,FRA
957796,8841167,GROUPE MIREOLIAN,FRA
957797,8841168,GROUPE MIMEA POUR SON COMPTE ET CELUI DE SES FILIALES,FRA
957798,8841169,GROUPE MILLIET,FRA
957799,8841170,GROUPE MICHOLET,FRA
957800,8841171,GROUPE MERCURYS FINANCE,FRA
957801,8841172,GROUPE MECATECHNIC SAS AGISSANT TANT POUR SON COMPTE QUE POUR CELUI DE SA FILIALE,FRA
957802,8841173,GROUPE MDF,FRA
957803,8841174,GROUPE MAURIFIL FINANCES,FRA
957804,8841175,GROUPE MAILLARD INDUSTRIE (GMI),FRA
957805,8841176,GROUPE LIP AGISSANT TANT POUR SON COMPTE QUE POURLE COMPTE DE LA SOCIÉTÉ FAURE HOLDING 3,FRA
957806,8841177,GROUPE LIEBOT,FRA
957807,8841178,GROUPE LEADER INSURANCE,FRA
957808,8841179,GROUPE LE TREIZE ET FILS,FRA
957809,8841180,GROUPE LE GRAET,FRA
957810,8841181,GROUPE LAMY SA,FRA
957811,8841182,GROUPE LALLIARD,FRA
957812,8841183,GROUPE LAFITTE,FRA
957813,8841184,GROUPE LACHAUD,FRA
957814,8841185,GROUPE LABRUYERE,FRA
957815,8841186,GROUPE LA DEPECHE DU MIDI,FRA
957816,8841187,GROUPE KM,FRA
957817,8841188,GROUPE K FRANCE,FRA
957818,8841189,GROUPE JSH,FRA
957820,8841191,GROUPE JARNIAS,FRA
957821,8841192,GROUPE ISERBA SA,FRA
957822,8841193,GROUPE ISA,FRA
957823,8841194,GROUPE INTERWAY AGISSANT POUR SON COMPTE ET CELUIDE SES FILIALES INTERWAY SERVICES ET INTERWAY,FRA
957825,8841196,GROUPE IDEES,FRA
957826,8841197,GROUPE HUGUET SAS,FRA
957827,8841198,GROUPE HORIZON CONSEIL AG,FRA
957828,8841199,GROUPE GRANDIS,FRA
957829,8841200,GROUPE GP,FRA
957830,8841201,GROUPE GIRARD,FRA
