,Ref_x,Subject,Locale_processed
1737024,9653177,COCORICO,FRA
1737025,9653178,COCORICO,FRA
1737079,9653232,CMA CGM,FRA
1737080,9653233,CMA CGM,FRA
1737081,9653234,CM PISCINES,FRA
1737082,9653235,CM PISCINES,FRA
1737119,9653272,CLEOR,FRA
1737120,9653273,CLEOR,FRA
1737133,9653286,CLEANSONIC FRANCE SAS,FRA
1737134,9653287,CLEANSONIC FRANCE SAS,FRA
1737270,9653423,CIS AMREIN,FRA
1737271,9653424,CIS AMREIN,FRA
1737273,9653426,CIRPACK SAS,FRA
1737274,9653427,CIRPACK SAS,FRA
1737291,9653444,CINEVAUBAN SAS,FRA
1737297,9653450,CILIATECH SAS,FRA
1737298,9653451,CILIATECH SAS,FRA
1737300,9653453,CIFRA,FRA
1737301,9653454,CIFRA,FRA
1737356,9653509,CHROMELEC GROUPE ET INDUSTRIES,FRA
1737357,9653510,CHROMELEC GROUPE ET INDUSTRIES,FRA
1737533,9653686,CHEVALIER FRERES,FRA
1737624,9653777,CHÂTEAU DE DISSAY,FRA
1737625,9653778,CHATEAU ANGELUS. .,FRA
1737626,9653779,CHATARD,FRA
1737643,9653796,CHARLERY CONSULTING,FRA
1737645,9653798,CHARLATTE RESERVOIRS,FRA
1737655,9653808,CHANTIER DE LATLANTIQUE,FRA
1737656,9653809,CHANTIER DE LATLANTIQUE,FRA
1737657,9653810,CHANSARD FERMENTATION,FRA
1737676,9653829,CHANG SANG CONSULTING,FRA
1737741,9653894,CH INVESTISSEMENTS,FRA
1737756,9653909,CF GROUP FRANCE,FRA
1737760,9653913,CET CONNECT (FRANCE),FRA
1737761,9653914,CET CONNECT (FRANCE),FRA
1737762,9653915,CET,FRA
1737763,9653916,CET,FRA
1737777,9653930,CERESYS,FRA
1737778,9653931,CERESYS,FRA
1737779,9653932,CERELIA PARTICIPATION HOLDING,FRA
1737792,9653945,CENTUM T&S GROUP,FRA
1737793,9653946,CENTUM T&S GROUP,FRA
1737808,9653961,CENTRE DE LOISIRS DE LEST,FRA
1737828,9653981,CENTAURE SERVICES,FRA
1737862,9654015,CELIA SERVICES,FRA
1737865,9654018,CELEOS,FRA
1737881,9654034,CECS,FRA
1737899,9654052,CD PISCINES,FRA
1737929,9654082,CBA MEUBLES,FRA
1737941,9654094,CAUDRESIENNE DE BLANCHIME,FRA
1737974,9654127,CASSE AUTO NOUVELLE FORMULE 2,FRA
1737980,9654133,CASINO DE SAINT JULIEN,FRA
1737984,9654137,CASINO DE CAVALAIRE,FRA
1737985,9654138,CASH WORLD,FRA
1737986,9654139,CASH WORLD,FRA
1738082,9654235,CARDELL ET CIE,FRA
1738103,9654256,CAPTEUR PROTECT,FRA
1738104,9654257,CAPTEUR PROTECT,FRA
1738107,9654260,CAPSYS,FRA
1738125,9654278,CAPENSIS,FRA
1738173,9654326,CAMPING DOMAINE DU PLAN,FRA
1738174,9654327,CAMPING DE LESPERANCE,FRA
1738175,9654328,CAMPING DE LESPERANCE,FRA
1738176,9654329,CAMPING BEAU RIVAGE,FRA
1738177,9654330,CAMPING BEAU RIVAGE,FRA
1738178,9654331,CAMPING AZUR VAR,FRA
1738179,9654332,CAMPING AZUR VAR,FRA
1738186,9654339,CAMP ATLANTIC AIROTEL DE L OCEAN,FRA
1738246,9654399,CALDERYS FRANCE SAS,FRA
1738247,9654400,CALDERYS FRANCE SAS,FRA
1738305,9654458,C.M.G.A CONSTRUCTIONS MECANIQUES DU GRAND ARC,FRA
1738306,9654459,C.M.G.A CONSTRUCTIONS MECANIQUES DU GRAND ARC,FRA
1738384,9654537,BV PROTO,FRA
1738409,9654562,BUREAUTIQUE SYSTEME APPLICATION INFORMATIQUE,FRA
1738410,9654563,BUREAUTIQUE SYSTEME APPLICATION INFORMATIQUE,FRA
1738450,9654603,BTC ORTHOPEDIE,FRA
1738451,9654604,BTC ORTHOPEDIE,FRA
1738477,9654630,BRPI CONSULTING,FRA
1738486,9654639,BROSSERIE JULIO,FRA
1738487,9654640,BROSSERIE JULIO,FRA
1738534,9654687,AEROPORT TOULOUSE BLAGNAC,FRA
1738535,9654688,AEROPORT TOULOUSE BLAGNAC,FRA
1738595,9654748,ADPUERIVITAM,FRA
1738611,9654764,ADG VALVE,FRA
1738634,9654787,ADCYTHERIX,FRA
1738637,9654790,ADB WOOD,FRA
1738645,9654798,AD HOC PISCINES,FRA
1738651,9654804,ACUSURGICAL,FRA
1738652,9654805,ACUSURGICAL,FRA
1738682,9654835,ACTIAN FRANCE,FRA
1738718,9654871,ACI GROUPE,FRA
1738728,9654881,ACEKARE,FRA
1738745,9654898,ACDIS FRANCE,FRA
1738746,9654899,ACDIS FRANCE,FRA
1738749,9654902,ACCURE TX FRANCE,FRA
1738771,9654924,ACCESS CAPITAL PARTNERS S A DIRECTOIRE,FRA
1738772,9654925,ACCESS CAPITAL PARTNERS S A DIRECTOIRE,FRA
1738808,9654961,ACADEMIE DU FEU,FRA
1738826,9654979,ABRITELLO,FRA
1738876,9655029,AATLANTIDE,FRA
1738904,9655057,A5 GROUPE,FRA
1739054,9655207,4B PARTICIPATIONS,FRA
1739057,9655210,4 H HOLDING,FRA
1739058,9655211,4 H HOLDING,FRA
1739065,9655218,3PAC,FRA
1739069,9655222,3EME DEGRE,FRA
1739099,9655252,2SMA,FRA
1739107,9655260,2GMC,FRA
1739193,9655346,NUMELIANS,FRA
1739228,9655381,NS DISTRIBUTION,FRA
1739230,9655383,NRO-CS,FRA
1739245,9655398,NOVENS SERVICES,FRA
1739246,9655399,NOVENS SERVICES,FRA
1739247,9655400,NOVENS SERVICES,FRA
1739254,9655407,NOVATEC,FRA
1739255,9655408,NOVATEC,FRA
1739273,9655426,NOVA NAUTIC,FRA
1739274,9655427,NOVA NAUTIC,FRA
1739286,9655439,NOUVELLE RIZERIE DU NORD,FRA
1739287,9655440,NOUVEAUX TERRITOIRES,FRA
1739288,9655441,NOUVEAUX TERRITOIRES,FRA
1739344,9655497,NORMANDIE PISCINES,FRA
1739345,9655498,NORMANDIE PISCINES,FRA
1739442,9655595,NIKAIADIS,FRA
1739443,9655596,NIKAIA PHARMACEUTICALS,FRA
1739457,9655610,NIDEK SA,FRA
1739458,9655611,NIDEK SA,FRA
1739498,9655651,NFRANCE CONSEIL,FRA
1739499,9655652,NFRANCE CONSEIL,FRA
1739511,9655664,NEXT NEUROTECH,FRA
1739602,9655755,NEW BUSINESS SOLUTION,FRA
1739603,9655756,NEW BUSINESS SOLUTION,FRA
1739619,9655772,NETWORTH TELECOM,FRA
1739632,9655785,NEPIOS PHARMA,FRA
1739635,9655788,NEOSERVICESBORDEAUX,FRA
1739637,9655790,NEOPOLIA SOLUTIONS SAS,FRA
1739654,9655807,NEGOMETAL,FRA
1739655,9655808,NEGOMETAL,FRA
1739656,9655809,NEGINVEST,FRA
1739657,9655810,NEGINVEST,FRA
1739658,9655811,NEGINVEST,FRA
1739698,9655851,NAUTITECH CATAMARANS,FRA
1739729,9655882,NATIONAL GALLERY OF CANADA,FRA
1739730,9655883,NATIONAL GALLERY OF CANADA,FRA
1739746,9655899,NANOTORY PHARMA,FRA
1739749,9655902,NANOBIOTIX SA,FRA
1739770,9655923,NAINA PARK,FRA
1739781,9655934,N13V,FRA
1739872,9656025,MUNOZ,FRA
1739929,9656082,MSK ENERGIE,FRA
1739944,9656097,MRM PROCESS,FRA
1739945,9656098,MRM PROCESS,FRA
1739946,9656099,MRM,FRA
1739964,9656117,MR ALTORA COLONNA DE STIG,FRA
1739973,9656126,MP GEOTEX,FRA
1739983,9656136,MOUVEX,FRA
1739985,9656138,MOUTAT DAVID,FRA
1739994,9656147,MOUNIER FREDERIC JEAN YVES,FRA
1739995,9656148,MOUNIER FREDERIC JEAN YVES,FRA
1739997,9656150,MOULINVEST,FRA
1739998,9656151,MOULIN DES ISCLES,FRA
1739999,9656152,MOULIN DES ISCLES,FRA
1740030,9656183,MORGANE,FRA
1740072,9656225,MONTAGNE ET NEIGE DEVELOPPEMENT,FRA
1740135,9656288,MODAG,FRA
1740136,9656289,MODAG,FRA
1740141,9656294,MOBIVIA,FRA
1740160,9656313,MMT-B,FRA
1740161,9656314,MMT-B,FRA
1740236,9656389,MISE EN DECO,FRA
1740237,9656390,MISE EN DECO,FRA
1740247,9656400,MIRATLAS,FRA
1740248,9656401,MIRATLAS,FRA
1740250,9656403,MIRAKL,FRA
1740251,9656404,MIRAKL,FRA
1740336,9656489,MILAE,FRA
1740346,9656499,MIGUELEZ SOCIEDAD LIMITADA,FRA
1740347,9656500,MIGUELEZ SOCIEDAD LIMITADA,FRA
1740393,9656546,MICHAEL PAETZOLD SARL,FRA
1740394,9656547,MICHAEL PAETZOLD SARL,FRA
1740419,9656572,MF CONSTRUCTIONS PYRENEES,FRA
1740420,9656573,MF CONSTRUCTIONS PYRENEES,FRA
1740443,9656596,MEUNIER INDUSTRIES REPRESENTÉ PAR MAITRE FIDES,FRA
1740444,9656597,MEUNIER INDUSTRIES REPRESENTÉ PAR MAITRE FIDES,FRA
1740468,9656621,METRO,FRA
1740473,9656626,METOSTOCK,FRA
1740474,9656627,METOSTOCK,FRA
1740499,9656652,METALCARAIB,FRA
1740563,9656716,MEM - MAISON ECOLOGIQUE MODERNE,FRA
1740572,9656725,MELIBIOTECH,FRA
1740573,9656726,MELIBIOTECH,FRA
1740613,9656766,MEDIXAL,FRA
1740617,9656770,MEDINCELL,FRA
1740618,9656771,MEDINCELL,FRA
1740649,9656802,MEDCARE,FRA
1740650,9656803,MEDCARE,FRA
1740664,9656817,MECANIQUE ET HYDRAULIQUE DU BRIVET - MHB,FRA
1740674,9656827,ME GROUP INTERNATIONAL PLC,FRA
1740687,9656840,MCV MARINE,FRA
1740761,9656914,MAXEI GROUP SAS,FRA
1740762,9656915,MAXEI GROUP SAS,FRA
1740798,9656951,MATRICE LABS,FRA
1740799,9656952,MATRICE LABS,FRA
1740803,9656956,MATHYM,FRA
1740804,9656957,MATHYM,FRA
1740805,9656958,MATHIS,FRA
1740850,9657003,MASC,FRA
1740916,9657069,JEANDIS SA,FRA
1740917,9657070,JEANDIS SA,FRA
1740970,9657123,JARMAT,FRA
1740971,9657124,JARMAT,FRA
1740996,9657149,JAM FRANCE,FRA
1741022,9657175,JAD PISCINES,FRA
1741023,9657176,JACQUARD ELECTROMECANIQUE SARL,FRA
1741024,9657177,JACQUARD ELECTROMECANIQUE SARL,FRA
1741053,9657206,J V D SAS,FRA
1741132,9657285,ITECA SOCADEI,FRA
1741133,9657286,ITECA SOCADEI,FRA
1741149,9657302,ISYOM,FRA
1741150,9657303,ISYBUY,FRA
1741151,9657304,ISY PV,FRA
1741152,9657305,ISY PV,FRA
1741953,9658106,ISIE,FRA
1741993,9658146,IPT TECHNOLOGIE,FRA
1741994,9658147,IPT TECHNOLOGIE,FRA
1742014,9658167,IP LABEL,FRA
1742047,9658200,INTRASENSE,FRA
1742048,9658201,INTRASENSE,FRA
1742080,9658233,INTERMED LABORATOIRES,FRA
1742158,9658311,INSTITUT REGIONAL DES MATERIAUX AVANCES,FRA
1742159,9658312,INSTITUT GUSTAVE ROUSSY,FRA
1742160,9658313,INSTITUT GUSTAVE ROUSSY,FRA
1742208,9658361,INNOVANET,FRA
1742252,9658405,INGELIANCE & CO,FRA
1742261,9658414,INFOVISTA S.A.S,FRA
1742266,9658419,INFO-MAINTENANCE,FRA
1742267,9658420,INFOLINE,FRA
1742292,9658445,INFINI LIGHTING,FRA
1742293,9658446,INFINI LIGHTING,FRA
1742304,9658457,INDUTEX,FRA
1742305,9658458,INDUSTRIE ORGANISATION SERVICE FRANCE PACA SAS,FRA
1742306,9658459,INDUSTRIE ORGANISATION SERVICE FRANCE PACA SAS,FRA
1742372,9658525,IN2WINES,FRA
1742373,9658526,IN2WINES,FRA
1742378,9658531,IMPRIMERIE MORDACQ SAS,FRA
1742379,9658532,IMPRIMERIE LEROYER,FRA
1742464,9658617,IMAGINE SOFT,FRA
1742485,9658638,IKO-SOLUTIONS REPRÉSENTÉ PAR SELARL JÉRÔMEALLAIS,FRA
1742486,9658639,IKO-SOLUTIONS REPRÉSENTÉ PAR SELARL JÉRÔMEALLAIS,FRA
1742487,9658640,IKO-SOLUTIONS REPRÉSENTÉ PAR SELARL JÉRÔMEALLAIS,FRA
1742546,9658699,IDEMIA,FRA
1742547,9658700,IDEMIA,FRA
1742551,9658704,IDEAL PISCINE 08,FRA
1742567,9658720,ICS FRANCE DISTRIBUTIONS (GROUPE),FRA
1742619,9658772,IBF FRANCE,FRA
1742621,9658774,IB PISCINES,FRA
1742622,9658775,IB PISCINES,FRA
1742629,9658782,IAGE PARIS,FRA
1742630,9658783,IAGE PARIS,FRA
1742645,9658798,I.G.S.,FRA
1742724,9658877,HURON GRAFFENSTADEN,FRA
1742725,9658878,HURON GRAFFENSTADEN,FRA
1743078,9659231,VOLTALIS SA,FRA
1743087,9659240,VMH ENERGIES,FRA
1743088,9659241,VMA-VERGER,FRA
1743090,9659243,VLM PISCINES,FRA
1743097,9659250,VIZIOTIX,FRA
1743098,9659251,VIVITRO LABS (PROTOMED LABS),FRA
1743103,9659256,VIVET THERAPEUTICS,FRA
1743115,9659268,VITIPRO PRESTATIONS,FRA
1743144,9659297,VISIONAIRY,FRA
1743198,9659351,VILLÉ HOLDING PARTICIPATIONS SAS,FRA
1743215,9659368,VIDAL CONCEPT,FRA
1743229,9659382,VICTOIRES PAIEMENTS,FRA
1743239,9659392,VIA CORDA,FRA
1743272,9659425,VERSPIEREN COTE DAZUR,FRA
1743324,9659477,VELAN SAS,FRA
1743325,9659478,VELAN SAS,FRA
1743330,9659483,VEGA SARL,FRA
1743331,9659484,VEGA SARL,FRA
1743390,9659543,VALOREGEN SAS,FRA
1743391,9659544,VALLOUREC TUBES SAS,FRA
1743392,9659545,VALLOUREC TUBES SAS,FRA
1743411,9659564,VAISON LOCATION MATERIEL,FRA
1743412,9659565,VAISON LOCATION MATERIEL,FRA
1743413,9659566,VAGO SERVICES,FRA
1743441,9659594,USENSE,FRA
1743442,9659595,USENSE,FRA
1743489,9659642,UPCARE EUROPE,FRA
1743490,9659643,UPCARE EUROPE,FRA
1743587,9659740,UNION DES GRANDS CRUS DE BORDEAUX ASSOCIATION,FRA
1743602,9659755,UNIFAI,FRA
1743621,9659774,UNDERDATA,FRA
1743622,9659775,UNDERDATA,FRA
1743691,9659844,UCA PERLE UNION,FRA
1743692,9659845,UBIZWAN,FRA
1743693,9659846,UBIZWAN,FRA
1743732,9659885,TWF,FRA
1743733,9659886,TWF,FRA
1743825,9659978,TSEE FRANCE,FRA
1743873,9660026,TRONICS,FRA
1743874,9660027,TRONICS,FRA
1744007,9660160,TRANSDEV GROUP,FRA
1744008,9660161,TRANSDEV GROUP,FRA
1744016,9660169,TRAITEMENT DE SURFACES INDUSTRIELLES,FRA
1744017,9660170,TRAITEMENT DE SURFACES INDUSTRIELLES,FRA
1744018,9660171,TRAIT DECHET AUTO PNEUS USAG NON REUT,FRA
1744093,9660246,TOTES ISOTONER,FRA
1744156,9660309,TOP FINANCIERE,FRA
1744157,9660310,TOP FINANCIERE,FRA
1744194,9660347,TOM SOLAIRE,FRA
1744195,9660348,TOM SOLAIRE,FRA
1744209,9660362,TODA PHARMA,FRA
1744210,9660363,TODA PHARMA,FRA
1744219,9660372,TMSS FRANCE,FRA
1744230,9660383,TMC INNOVATION,FRA
1744276,9660429,TIXID,FRA
1744425,9660578,THESS CORPORATE,FRA
1744426,9660579,THESS CORPORATE,FRA
1744427,9660580,THESS CORPORATE,FRA
1744438,9660591,THERAVECTYS,FRA
1744439,9660592,THERAVECTYS,FRA
1744440,9660593,THERAPANACEA SAS,FRA
1744441,9660594,THERAPANACEA SAS,FRA
1744442,9660595,THERAFAST BIO,FRA
1744883,9661036,THALASSO PISCINES NORD EST,FRA
1744917,9661070,TERTU,FRA
1744958,9661111,TENNISPRO DISTRIBUTION,FRA
1744963,9661116,TENDANCE PISCINE,FRA
1744974,9661127,TEM SEGA,FRA
1745007,9661160,TEINTURE DE ST JEAN,FRA
1745008,9661161,TEINTURE DE ST JEAN,FRA
1745009,9661162,TEILLAIS PISCINES,FRA
1745075,9661228,TECHPLUS SARL,FRA
1745076,9661229,TECHPLUS SARL,FRA
1745088,9661241,TECHNIQUE EQUIPEMENT MEDICAL,FRA
1745089,9661242,TECHNIQUE EQUIPEMENT MEDICAL,FRA
1745090,9661243,TECHNIP ENERGIES FRANCE,FRA
1745091,9661244,TECHNIP ENERGIES FRANCE,FRA
1745097,9661250,TECHNATURE,FRA
1745118,9661271,TEAM PISCINE,FRA
1745119,9661272,TEAM PISCINE,FRA
1745199,9661352,TAU TOARII,FRA
1745201,9661354,TATA STEEL MAUBEUGE SAS,FRA
1745202,9661355,TATA STEEL MAUBEUGE SAS,FRA
1745318,9661471,TAHITI REGEN,FRA
1745319,9661472,TAHITI GRAPHICS,FRA
1745320,9661473,TAFALGIE THERAPEUTICS,FRA
1745364,9661517,T.B PISCINES,FRA
1745388,9661541,SYSTEM C INDUSTRIE,FRA
1745389,9661542,SYSTEM C INDUSTRIE,FRA
1745396,9661549,SYSCOM,FRA
1745401,9661554,SAAGHA,FRA
1745405,9661558,SA VINS GEORGES DUBOEUF,FRA
1745406,9661559,SA PROTEM,FRA
1745407,9661560,SA PROTEM,FRA
1745409,9661562,SA ORECO,FRA
1745410,9661563,SA M.G.O LEPAUL,FRA
1745411,9661564,SA GROUPE LE GRAET,FRA
1745412,9661565,SA GROUPE LE GRAET,FRA
1745436,9661589,S.ECHAFAUDAGE,FRA
1745437,9661590,S.ECHAFAUDAGE,FRA
1745447,9661600,S P I,FRA
1745462,9661615,RYOKANE,FRA
1745530,9661683,RSA COSMOS,FRA
1745531,9661684,RSA COSMOS,FRA
1745600,9661753,ROSSET SAMUEL,FRA
1745631,9661784,ROMAIN VINAI CONSULTING,FRA
1745700,9661853,RMEI SA,FRA
1745701,9661854,RM SECURITE,FRA
1745717,9661870,RIVATEX PACKAGING,FRA
1745782,9661935,RICHARD PONVERT,FRA
1745798,9661951,RIBOT(ETABLISSEMENTS...),FRA
1745799,9661952,RIBEIRO PAUL,FRA
1745828,9661981,REXOR,FRA
1745829,9661982,REXOR,FRA
1745852,9662005,REVE BLEU,FRA
1745871,9662024,RESPINNOVATION,FRA
1745907,9662060,REMY COINTREAU,FRA
1745908,9662061,REMY COINTREAU,FRA
1745913,9662066,REMEDEE LABS,FRA
1745914,9662067,REMEDEE LABS,FRA
1745948,9662101,REGMATHERM,FRA
1745995,9662148,REDMAN POISSY HOTEL,FRA
1746026,9662179,RECYDAG AUTO-DAG,FRA
1746029,9662182,RECUPERATION JOSEPH SABATIER SAS,FRA
1746030,9662183,RECUPERATION JOSEPH SABATIER SAS,FRA
1746077,9662230,RD MACHINES OUTILS.,FRA
1746078,9662231,RD MACHINES OUTILS.,FRA
1746083,9662236,RBD,FRA
1746098,9662251,RAYGA,FRA
1746099,9662252,RAYGA,FRA
1746203,9662356,RABOUTET S.A.,FRA
1746219,9662372,R.D. ROYANS VERCORS,FRA
1746220,9662373,R.D. ROYANS VERCORS,FRA
1746361,9662514,PYRO PROTECTION,FRA
1746373,9662526,PURPLEMET,FRA
1746374,9662527,PURPLEMET,FRA
1746405,9662558,PUGIN FRERES SARL,FRA
1746437,9662590,PROXIMITY,FRA
1746447,9662600,PROTECTUS,FRA
1746448,9662601,PROTECTUS,FRA
1746479,9662632,PRONESTI RECYCLAGE,FRA
1746484,9662637,PROMOD SAS AGISSANT TANT POUR SON COMPTE Q,FRA
1746485,9662638,PROMOD SAS AGISSANT TANT POUR SON COMPTE Q,FRA
1746535,9662688,PROGASTRIN MANUFACTURING,FRA
1746639,9662792,PRET A POUSSER,FRA
1746640,9662793,PRET A POUSSER,FRA
1746775,9662928,PORPHYCHEM,FRA
1746776,9662929,PORPHYCHEM,FRA
1746796,9662949,POPSUN INDUSTRIE,FRA
1746815,9662968,POMA SAS,FRA
1746816,9662969,POMA SAS,FRA
1746827,9662980,POLYKOTE,FRA
1746828,9662981,POLYKOTE,FRA
1746872,9663025,POCHET SAS,FRA
1746873,9663026,POCHET SAS,FRA
1746874,9663027,POCHECO SAS,FRA
1746933,9663086,PLATFORM.SH SAS,FRA
1746945,9663098,PLASTICENTROPY,FRA
1746946,9663099,PLASTICENTROPY,FRA
1746978,9663131,PIXWAYS,FRA
1746979,9663132,PIXWAYS,FRA
1746991,9663144,PISCINES SUD EVASION,FRA
1746992,9663145,PISCINES QUIMPEROISES,FRA
1746993,9663146,PISCINES PLAISIR LYON RIVE GAUCHE,FRA
1746994,9663147,PISCINES LNC DU MEDOC,FRA
1746995,9663148,PISCINES LNC DU MEDOC,FRA
1746996,9663149,PISCINES ET SPAS DU HAUT-RHIN,FRA
1746997,9663150,PISCINES ET SPAS DU HAUT-RHIN,FRA
1746998,9663151,PISCINES ET PAYSAGES,FRA
1746999,9663152,PISCINES EMOIS,FRA
1747000,9663153,PISCINES EMOIS,FRA
1747001,9663154,PISCINES CONSTRUCTIONS RENOVATION ETABLISSEMENT CHOLET,FRA
1747002,9663155,PISCINES CONCEPT 31,FRA
1747003,9663156,PISCINES 42,FRA
1747004,9663157,PISCINE VAGUE BLEUE,FRA
1747005,9663158,PISCINE VAGUE BLEUE,FRA
1747049,9663202,PIETRO FIORENTINI SPA,FRA
1747072,9663225,PHYSIOGENEX,FRA
1747077,9663230,PHSF CONSULTING,FRA
1747248,9663401,PEPPERBAY (XYMOX SYSTEM),FRA
1747250,9663403,PEPINIERES DE SOLOGNE SAS,FRA
1747394,9663547,PAUL STRICKER FRANCE,FRA
1747395,9663548,PAUL STRICKER FRANCE,FRA
1747396,9663549,PAUL BOYE TECHNOLOGIES,FRA
1747413,9663566,PATERNE,FRA
1747414,9663567,PATERNE,FRA
1747415,9663568,PATERNE,FRA
1747431,9663584,PASQAL UK LTD,FRA
1747432,9663585,PASQAL UK LTD,FRA
1747450,9663603,PARMED S.A.,FRA
1747494,9663647,PARIS PHARMA SAS,FRA
1747496,9663649,PARC DE LOISIRS LE VAL FLEURI,FRA
1747497,9663650,PARC DE LOISIRS LE VAL FLEURI,FRA
1747506,9663659,PAPREC METAL DECONSTRUCTION,FRA
1747507,9663660,PAPREC METAL DECONSTRUCTION,FRA
1747508,9663661,PAPETERIE GEREX,FRA
1747590,9663743,PAIRE,FRA
1747591,9663744,PAIRE,FRA
1747598,9663751,PAGES GROUP,FRA
1747602,9663755,PACTE INVESTISSEMENT,FRA
1747603,9663756,PACTE INVESTISSEMENT,FRA
1747605,9663758,PACO SERVICES,FRA
1747618,9663771,PACIFIC MOBILE TELECOM SAS,FRA
1747679,9663832,OZ BIOSCIENCES,FRA
1747744,9663897,OTTAVIANI ENVIRONNEMENT,FRA
1747748,9663901,OTR3,FRA
1747756,9663909,OTEGO,FRA
1747787,9663940,ORIZONT CONSULTING,FRA
1747798,9663951,FOURNEO,FRA
1747800,9663953,FOUNTAINE PAJOT,FRA
1747965,9664118,FLOW CONTROL TECHNOLOGIES,FRA
1747988,9664141,FLASH THERAPEUTICS,FRA
1747999,9664152,FIZIMED,FRA
1748051,9664204,FINES AND CO,FRA
1748059,9664212,FINANCIERE FLORE,FRA
1748060,9664213,FINANCIERE DU BOIS LEURENT,FRA
1748079,9664232,FIGEAC AERO,FRA
1748080,9664233,FIGEAC AERO,FRA
1748089,9664242,FIDUCIAL SECURITY SERVICES,FRA
1748090,9664243,FIDUCIAL OFFICE SOLUTIONS,FRA
1748106,9664259,FEWA CONSULTING,FRA
1748107,9664260,FEWA CONSULTING,FRA
1748131,9664284,FERME EOLIENNE DES MONTS DE RIHAC LASTOURS,FRA
1748151,9664304,FEMIA INDUSTRIE,FRA
1748157,9664310,FEEL IT SERVICES,FRA
1748185,9664338,FATOUT  NICOLAS,FRA
1748212,9664365,FARINES ET GRAINES DE LA WEISS,FRA
1748213,9664366,FARINES ET GRAINES DE LA WEISS,FRA
1748231,9664384,FAMAT,FRA
1748232,9664385,FAMAT,FRA
1748290,9664443,FABRUDE RECYCLAGE,FRA
1748299,9664452,F2A SAS,FRA
1748310,9664463,F.D GROUP,FRA
1748311,9664464,F.D GROUP,FRA
1748330,9664483,EYEVENSYS,FRA
1748331,9664484,EYEVENSYS,FRA
1748368,9664521,EXPORT ENTREPRISES REPRÉSENTÉ PAR AXYME,FRA
1748372,9664525,EXPLOITATION CAMPING LE REBAU,FRA
1748373,9664526,EXPLOITATION CAMPING LE REBAU,FRA
1748425,9664578,EWELLIX FRANCE,FRA
1748467,9664620,EVERIMMUNE,FRA
1748468,9664621,EVERIMMUNE,FRA
1748529,9664682,EUROSILICONE,FRA
1748530,9664683,EUROSILICONE,FRA
1748556,9664709,EUROLOC,FRA
1748557,9664710,EUROGROUP,FRA
1748572,9664725,EURO RESERVOIR,FRA
1748573,9664726,EURO RESERVOIR,FRA
1748574,9664727,EURO PRODUCTS AND SERVICES,FRA
1748582,9664735,EURO DISNEY ASSOCIES S.A.S,FRA
1748588,9664741,EURL LES SAULES,FRA
1748589,9664742,EURL LES SAULES,FRA
1748599,9664752,EURALIS,FRA
1748600,9664753,EUPEC INTERNATIONAL,FRA
1748606,9664759,ETS STEINER,FRA
1748607,9664760,ETS MALLEIN,FRA
1748608,9664761,ETS MALLEIN,FRA
1748609,9664762,ETS FAIVELEY CVVB SBEV,FRA
1748610,9664763,ETS FAIVELEY CVVB SBEV,FRA
1748612,9664765,ETIRUCE CONSULTING,FRA
1748613,9664766,ETIQ CREATION,FRA
1748616,9664769,"ETIENNE LACROIX FINANCES,",FRA
1748617,9664770,"ETIENNE LACROIX FINANCES,",FRA
1748618,9664771,ETHYLENE EST,FRA
1748619,9664772,ETHYLENE EST,FRA
1748649,9664802,ETABLISSEMENTS ROCHE PERE ET FILS,FRA
1748650,9664803,ETABLISSEMENTS ROCHE PERE ET FILS,FRA
1748651,9664804,ETABLISSEMENTS OTHON FEY,FRA
1748652,9664805,ETABLISSEMENTS JACQUES BRAZET ET CIE,FRA
1748653,9664806,ETABLISSEMENT MOREAU SAS,FRA
1748654,9664807,ET ALORS,FRA
1748706,9664859,ESPACE FREELANCE,FRA
1748746,9664899,ERIC BOMPARD,FRA
1748747,9664900,ERIC BOMPARD,FRA
1748765,9664918,EQUIPE BAIE,FRA
1748766,9664919,EQUIPE BAIE,FRA
1748771,9664924,EQUANS SAS,FRA
1748772,9664925,EQUANS SAS,FRA
1748773,9664926,EQUANS SAS,FRA
1748777,9664930,EPSYNA,FRA
1748807,9664960,EOLIENNES EN MER DIEPPE T,FRA
1748811,9664964,EO2 AUVERGNE,FRA
1748812,9664965,EO2 AUVERGNE,FRA
1748901,9665054,ENGIE S A,FRA
1749007,9665160,EMSFACTORY,FRA
1749008,9665161,EMSFACTORY,FRA
1749070,9665223,EMETROP,FRA
1749125,9665278,ELITECH GROUP SAS,FRA
1749126,9665279,ELITECH GROUP SAS,FRA
1749208,9665361,ELECTRO OHMS,FRA
1749209,9665362,ELECTRO OHMS,FRA
1749219,9665372,ELECTRICFIL SA,FRA
1749225,9665378,ELE.FIN SERVICES,FRA
1749261,9665414,EIFFAGE ENERGIE SYSTEMES  REGIONS FRANCE,FRA
1749309,9665462,EDOUARD LOUBET,FRA
1749321,9665474,EDF SA,FRA
1749322,9665475,EDF SA,FRA
1749326,9665479,EDEIS EXPLOITATION DU TRAIN DELA MURE,FRA
1749359,9665512,ECOBAG,FRA
1749387,9665540,EBERLE,FRA
1749388,9665541,EBERLE,FRA
1749398,9665551,EASYTIS,FRA
1749449,9665602,E3R,FRA
1749452,9665605,E.T.C.B. MIDI ENT TRAITEM CAPILARIT BATI,FRA
1749476,9665629,E- SAT,FRA
1749565,9665718,DUCLOS SA,FRA
1749566,9665719,DUCLOS SA,FRA
