,Ref_x,Subject,Locale_processed
572921,7176866,Bockelmann-Holz GmbH,DEU
572925,7176870,bluu unit GmbH,DEU
572927,7176872,Blue Energy Group AG,DEU
572928,7176873,BLS GmbH,DEU
572938,7176883,Black Forest Terminal GmbH,DEU
572939,7176884,BKL Baukran Logistik GmbH,DEU
572950,7176895,Bioland e. V.,DEU
572969,7176914,BEUMER Group GmbH & Co. KG,DEU
572975,7176920,bestlog Innovative Transportlogistik GmbH,DEU
572978,7176923,Bertelsmann Pension Trust e.V.,DEU
572979,7176924,Bertelsmann Pension Trust e.V.,DEU
572981,7176926,Berners Beteiligungs- und Vermögensverwaltung GmbH & Co. KG,DEU
573033,7176978,BBZ Beihilfe- und Beratungszentrum GmbH,DEU
573035,7176980,BayWa AG,DEU
573036,7176981,BayWa AG,DEU
573037,7176982,Bayerische Motoren Werke,DEU
573038,7176983,Bayer AG*,DEU
573039,7176984,Bayer AG*,DEU
573040,7176985,Bayer AG*,DEU
573041,7176986,Bayer AG*,DEU
573047,7176992,Bausparkasse Schwäbisch Hall AG,DEU
573048,7176993,Bausparkasse Schwäbisch Hall AG,DEU
573050,7176995,Bau- und Liegenschaftsbetrieb des Landes Nordrhein-Westfalen,DEU
573051,7176996,Bastian Nominacher,DEU
573055,7177000,barth Spedition GmbH,DEU
573069,7177014,Barbara Baumann - Baretti (Haema AG),DEU
573359,7177304,B. Metzler seel. Sohn & Co. AG,DEU
573367,7177312,A-Z Automaten Rosenbaum GmbH & Co. KG,DEU
573371,7177316,Axel Springer SE,DEU
573378,7177323,AWIGO Abfallwirtschaft Landkreis Osnabrück GmbH,DEU
573393,7177338,AVISTA OIL AG,DEU
573396,7177341,AviAlliance GmbH,DEU
573407,7177352,AutoDoc SE,DEU
573409,7177354,Auticon Holding GmbH,DEU
573445,7177390,Auge Transporte + Logistik GmbH & Co. KG,DEU
573454,7177399,Atruvia AG,DEU
573461,7177406,ATLAS Rostock GmbH,DEU
573466,7177411,ATI Logistik GmbH & Co. KG,DEU
573502,7177447,Asista Teile fürs Rad GmbH & Co. KG,DEU
573509,7177454,ASB Soziale Projekte Hessen gGmbH,DEU
573510,7177455,ASB Hessen Service GmbH,DEU
573515,7177460,Artur Möller GmbH und Co. KG,DEU
573545,7177490,ARDEX GmbH,DEU
573546,7177491,ARDEX GmbH,DEU
573568,7177513,Arbeitsgemeinschaft Stoffspezifische Abfallbehandlung (ASA) e.V,DEU
573569,7177514,Arbeiter-Samariter-Bund Baden-Württemberg e.V.,DEU
573584,7177529,ARA AG - Supervisory board,DEU
573585,7177530,ARA AG - Management board,DEU
573587,7177532,Aquila Capital Investmentgesellschaft mbH,DEU
573588,7177533,Aquila Capital Investmentgesellschaft mbH,DEU
573589,7177534,Aquila Capital Holding GmbH,DEU
573590,7177535,Aquila Capital Holding GmbH,DEU
573603,7177548,Apleona Holding GmbH,DEU
573632,7177577,ANDREAS SCHMID LOGISTIK AG,DEU
573633,7177578,Andreas Maier Holding GmbH,DEU
573645,7177590,AMD der BG Bau GmbH,DEU
573649,7177594,AMA Freight Agency GmbH,DEU
573655,7177600,Altana Aktiengesellschaft,DEU
573686,7177631,ALLIANZ,DEU
573687,7177632,ALLIANZ,DEU
573688,7177633,ALLIANZ,DEU
573695,7177640,Allgäuer Überlandwerk GmbH,DEU
573710,7177655,Allegro Invest SE,DEU
573714,7177659,All for One Group SE,DEU
573726,7177671,Alfred Weber Beteiligung GmbH,DEU
573727,7177672,Alfred Weber Beteiligung GmbH,DEU
573730,7177675,Alfred Bohn GmbH & Co. KG,DEU
573731,7177676,Alfons Köster und Co. GmbH,DEU
573734,7177679,Alexander Rinke,DEU
573738,7177683,Alessandro Cacciola,DEU
573744,7177689,Albert Schuck GmbH & Co. KG Transport und Logistik,DEU
573747,7177692,ALBA plc & Co. KG,DEU
573778,7177723,AHTS GmbH,DEU
573781,7177726,Agnieszka Maria Mierzejwska,DEU
573799,7177744,AFT microwave GmbH,DEU
573832,7177777,ADLON Intelligent Solution GmbH,DEU
573845,7177790,Adapa Holding GmbH,DEU
573850,7177795,ADAM Audio GmbH,DEU
573867,7177812,Acito Logistics GmbH,DEU
573900,7177845,Abfallwirtschaftsgesellschaft Landkreis Schaumburg mbH,DEU
573901,7177846,Abfallwirtschaftsgesellschaft des Kreises Warendorf mbH,DEU
573902,7177847,Abfallentsorgungsverband Schwarze Elster,DEU
573912,7177857,a/sh sander.hofrichter architekten gmbh,DEU
573913,7177858,a/sh sander.hofrichter architekten gmbh,DEU
573920,7177865,4Wheels Services GmbH,DEU
573921,7177866,3rd Light GmbH,DEU
573924,7177869,Zweckverband Abfallwirtschaftszentrum Friesland/Wittmund,DEU
573925,7177870,Zweckverband Abfallbehandlung Nuthe-Spree (ZAB),DEU
573926,7177871,Zusatzversorgungskasse des Dachdeckerhandwerks VVaG,DEU
573927,7177872,Zoran Aleksic,DEU
573928,7177873,zooplus SE,DEU
573930,7177875,ZG Raiffeisen eG,DEU
573933,7177878,Zentraleinkauf Baubedarf GmbH & Co. KG,DEU
573936,7177881,ZAST Zentrale Abrechnungsstelle für den Rettungsdienst Bayern GmbH,DEU
573939,7177884,Yunlin Holding GmbH,DEU
573945,7177890,Wwe Theodor Hövelmann GmbH und Co. KG,DEU
573947,7177892,Wupperverband Körperschaft des öffentlichen Rechts,DEU
573956,7177901,WJM Witra GmbH & Co. KG,DEU
573957,7177902,Wirthwein SE,DEU
573958,7177903,Wirthwein Interior GmbH,DEU
573967,7177912,WiBU Wirtschaftsbund Sozialer Einrichtungen eG,DEU
573973,7177918,Wessig Spedition und Industrieverpackungen GmbH,DEU
573975,7177920,Wernsing Food Family GmbH & Co. KG,DEU
573976,7177921,WEMAS TopCo GmbH,DEU
573977,7177922,WEKA Group GmbH,DEU
573979,7177924,WEAG Wetterauer Entsorgungsanlagen GmbH,DEU
573980,7177925,WBM Wohnungsbaugesellschaft Berlin-Mitte mbH,DEU
573985,7177930,W. Classen GmbH & Co. KG,DEU
573986,7177931,Vygon - Erzeugnisse für Medizin und Chirurgie - GmbH,DEU
574001,7177946,virtualcitySYSTEMS GmbH,DEU
574002,7177947,Viridium Group GmbH & Co. KG,DEU
574007,7177952,VIEGA GMBH & CO. KG,DEU
574012,7177957,VIB Vermögen AG,DEU
574013,7177958,VIB Vermögen AG,DEU
574014,7177959,VF Verpackungen GmbH,DEU
574016,7177961,Versorgungswerk der Rechtsanwälte in Baden-Württemberg,DEU
574018,7177963,Vermögensverwaltung Erben Dr. Karl Goldschmidt GmbH,DEU
574019,7177964,Verkehrsverbund Rhein-Mosel GmbH,DEU
574021,7177966,Verbatim GmbH,DEU
574033,7177978,V. Alexander Transport Systems GmbH,DEU
574038,7177983,United VARs CLG,DEU
574042,7177987,Uniper SE,DEU
574043,7177988,Union Asset Management Holding AG,DEU
574048,7177993,Unicon Logistics GmbH,DEU
574054,7177999,UNIBA Partners - Insurance Brokers Worldwide e.V.,DEU
574056,7178001,UMT United Logistics GmbH,DEU
574058,7178003,ULD United Logistics und Distribution GmbH,DEU
574059,7178004,Udo Scheffler,DEU
574064,7178009,TÜV Süd AG,DEU
574069,7178014,TTM Holding GmbH,DEU
574094,7178039,TML Spedition GmbH,DEU
574096,7178041,TLI-TransLog International GmbH & Co. KG,DEU
574099,7178044,thyssenkrupp nucera AG & Co. KGa,DEU
574100,7178045,Thumm Beteiligungen GmbH,DEU
574102,7178047,TherCanni GmbH,DEU
574103,7178048,Thelen Automaten GmbH,DEU
574104,7178049,"Theater Regensburg, Anstalt des öffentlichen Rechts Kommunalunternehmen der Stadt Regensburg",DEU
574114,7178059,Termin Transporte Bonillo GmbH und Co. KG,DEU
574117,7178062,Tennis-Club Kleckerwald e.V.,DEU
574119,7178064,TENESO Europe SE,DEU
574126,7178071,TEIJIN CARBON EUROPE GMBH,DEU
574139,7178084,TanQuid GmbH & Co.,DEU
574146,7178091,TAGteam GmbH,DEU
574147,7178092,TAG Sportwetten GmbH,DEU
574148,7178093,Szydlak Transport GmbH,DEU
574149,7178094,System Plus Logistic Service GmbH & Co. KG,DEU
574150,7178095,System Alliance Immobilien GmbH,DEU
574151,7178096,System Alliance Europe e. G.,DEU
574170,7178115,SUDZUCKER AG,DEU
574174,7178119,Storch-Ciret Holding GmbH,DEU
574177,7178122,STIHL Holding AG & Co. KG,DEU
574178,7178123,Stiftung Menschen für Menschen - Karlheinz Böhms Äthiopienhilfe,DEU
574182,7178127,Stern-Wywiol Gruppe GmbH & Co. KG,DEU
574185,7178130,Stephani Spedition GmbH,DEU
574186,7178131,Stephan Eichhorn,DEU
574192,7178137,Stadtwerke Saarbrücken Holding GmbH,DEU
574193,7178138,Stadtwerke Saarbrücken Holding GmbH,DEU
574194,7178139,Stadtwerke Radevormwald GmbH,DEU
574199,7178144,Stadtwerke Finsterwalde GmbH,DEU
574201,7178146,Stadtparken Deggendorf GmbH,DEU
574202,7178147,Stadthallen Deggendorf GmbH,DEU
574203,7178148,Stadtbau GmbH Deggendorf,DEU
574204,7178149,Stadt Hilden Beteiligungsgesellschaft mbH,DEU
574206,7178151,ST Deutschland GmbH,DEU
574211,7178156,Sport1 Medien AG,DEU
574212,7178157,Sport Import GmbH,DEU
574213,7178158,Spielmobile e.V.,DEU
574219,7178164,Speditions- und Logistikverband Hessen Rheinland-Pfalz e.V.,DEU
574220,7178165,Spedition Hüsing GmbH,DEU
574221,7178166,Spedition Beste GmbH und Co.KG,DEU
574228,7178173,Sostmeier Spedition + Logistik GmbH,DEU
574233,7178178,SOLI-TRANS Seefrachtkontor GmbH,DEU
574234,7178179,Solaris SE,DEU
574235,7178180,Solaris SE,DEU
574245,7178190,SMA Solar Germany,DEU
574246,7178191,SLC Stiftland Logistik Center GmbH,DEU
574248,7178193,SL RASCH GmbH Special & Lightweight Structures,DEU
574255,7178200,SimplyDelivery GmbH,DEU
574259,7178204,Silbitz Group Beteiligungs GmbH,DEU
574283,7178228,Seatrader Speditionsgesellschaft mbH,DEU
574288,7178233,Schweißtechnische Lehr- und Versuchsanstalt Mannheim GmbH,DEU
574289,7178234,Schwarz Dienstleistung KG,DEU
574290,7178235,Schroeder & Busche Holding GmbH,DEU
574291,7178236,Schokinag Holding GmbH,DEU
574293,7178238,Schittenhelm Vermögens GmbH,DEU
574297,7178242,Schaeffler AG,DEU
574303,7178248,SAP SE,DEU
574304,7178249,SAP SE,DEU
574305,7178250,SAP SE,DEU
574316,7178261,Safran Data Systems GmbH,DEU
574337,7178282,Rotan GmbH,DEU
574338,7178283,Rosskothen Transporte GmbH,DEU
574341,7178286,Roll Holding GmbH u. Co. KG,DEU
574342,7178287,Robert Bosch GmbH,DEU
574343,7178288,Ritterwand GmbH und Co. KG Metall-Systembau,DEU
574345,7178290,RIPEG Immobilien GmbH & Co. KG,DEU
574351,7178296,RHÖN-KLINIKUM Aktiengesellschaft,DEU
574353,7178298,RHIEM Packaging & Print GmbH,DEU
574357,7178302,Rettenmaier Familienholding GmbH,DEU
574359,7178304,Restaurant am Chinesischen Turm Haberl GmbH,DEU
574372,7178317,ReiseBank AG,DEU
574373,7178318,REINKE International GmbH und Co. KG,DEU
574375,7178320,Reederei Baltrum-Linie GmbH,DEU
574377,7178322,Recht Logistik GmbH,DEU
574378,7178323,Recht Kontraktlogistik GmbH,DEU
574394,7178339,RAG Stiftung,DEU
574396,7178341,R + C Seetransport GmbH & Co. KG,DEU
574407,7178352,Qimonda Pension Trust e.V.,DEU
574416,7178361,Purrmann Logistik GmbH,DEU
574419,7178364,Provinzial Holding AG,DEU
574421,7178366,pros4sport Verwaltungs GmbH,DEU
574422,7178367,Prof. Schumann GmbH,DEU
574423,7178368,Proclane Commerce GmbH,DEU
574426,7178371,PricewaterhouseCoopers GmbH,DEU
574427,7178372,PricewaterhouseCoopers GmbH,DEU
574436,7178381,Porsche Automobil Holding SE,DEU
574437,7178382,Porsche Automobil Holding SE,DEU
574440,7178385,Polyplast Müller GmbH,DEU
574448,7178393,Plusultra pharma GmbH,DEU
574449,7178394,Plus 6 Werkzeuge GmbH & Co. KG,DEU
574457,7178402,PHOENIX Pharma SE,DEU
574459,7178404,PHOENIX CONTACT GmbH & Co. KG,DEU
574460,7178405,Pharetra Ges. f. textile Kunststoffanw. mbH & Co. KG,DEU
574465,7178410,Pfeifer & Langen GmbH & Co. KG,DEU
574468,7178413,Peter Kluth (Dr. Seifert AG),DEU
574474,7178419,Pergan Hilfsstoffe für industrielle Prozesse GmbH,DEU
574480,7178425,Pensionskasse der Caritas VVaG,DEU
574482,7178427,PCF GmbH,DEU
574487,7178432,PASS Holding GmbH,DEU
574491,7178436,P.C.S. Machine Group Holding GmbH,DEU
574492,7178437,P.A. GmbH,DEU
574494,7178439,OWP Butendiek GmbH & Co. KG,DEU
574497,7178442,Ovesco Endoscopy AG,DEU
574500,7178445,Otto GmbH & Co KG,DEU
574524,7178469,Öffentliche Versicherung Braunschweig,DEU
574531,7178476,NT Tool Europe GmbH,DEU
574537,7178482,NOSTA Holding GmbH,DEU
574542,7178487,nord logistic nolo Speditionsgesellschaft mbH,DEU
574548,7178493,NOCH GmbH und Co. KG,DEU
574553,7178498,Night Star Express GmbH Logistik,DEU
574563,7178508,Neversa -Dienstleistungen für betriebliche Versorgungssysteme eG,DEU
574564,7178509,Neumonda GmbH,DEU
574565,7178510,NEUMO Armaturenfabrik-Apparatebau- Metallgiesserei GmbH & Co. KG,DEU
574566,7178511,Neuman & Esser Verwaltungs- und Beteiligungsgesellschaft mbH,DEU
574567,7178512,Netzwerk Logistik Mitteldeutschland e.V.,DEU
574569,7178514,NCC Europe GmbH,DEU
574592,7178537,NABU-Naturschutzstation Niederrhein e.V.,DEU
574594,7178539,N.H.C. Nölle Holding & Consulting GmbH,DEU
574596,7178541,MVV Energie AG,DEU
574598,7178543,Musashi Europe GmbH,DEU
574601,7178546,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,DEU
574602,7178547,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,DEU
574603,7178548,Multivac Sepp Haggenmüller SE & Co. KG,DEU
574604,7178549,MultiTrans AG,DEU
574612,7178557,MRK-Systeme GmbH,DEU
574613,7178558,MPDV Microlab GmbH,DEU
574629,7178574,Möhlmann und Teschner Logistik GmbH,DEU
574648,7178593,Metric Seals Handels GmbH,DEU
574649,7178594,meta4log GmbH,DEU
574658,7178603,Merck KGaA*,DEU
574659,7178604,Mercedes Benz AG,DEU
574661,7178606,Mega Fun Sportwetten GmbH,DEU
574662,7178607,Mega Fun Net X GmbH,DEU
574665,7178610,Median Unternehmensgruppe B.V. & Co. KG,DEU
574666,7178611,media.d.sign GmbH Werbeagentur,DEU
574667,7178612,ME Mayerhofer Elektronik GmbH,DEU
574675,7178620,MCE Bank Gmbh,DEU
574677,7178622,MBS-Anlage Westerwald GmbH & Co. KG,DEU
574678,7178623,MBO Postpress Solutions GmbH,DEU
574680,7178625,MBB SE,DEU
574683,7178628,Mayer Seubert Umweltservice GmbH,DEU
574686,7178631,Matthias Schindler,DEU
574690,7178635,Markgräfler Reitverein Buggingen e.V.,DEU
574691,7178636,Market Logic Software AG,DEU
574693,7178638,Marek Hahn (aap Implantate AG),DEU
574699,7178644,Mann + Hummel International GmbH u. Co. KG.,DEU
574705,7178650,MAHLE AG,DEU
574719,7178664,LUKAD Holding GmbH und Co. KG,DEU
574723,7178668,Ludwig Melosch GmbH & Co. KG,DEU
574724,7178669,Ludwig Häberle Logistik GmbH,DEU
574725,7178670,LTS Lohmann Therapie-Systeme AG,DEU
574726,7178671,LSU Schäberle Logistik und Speditions Union GmbH und Co. KG,DEU
574727,7178672,LS Cargo Logistics GmbH,DEU
574733,7178678,Lohnausgleichskasse für das Dachdeckerhandwerk e.V.,DEU
574734,7178679,Lohmann & Rauscher International GmbH and Co KG,DEU
574735,7178680,LOGIPART GmbH,DEU
574736,7178681,LODGEA GmbH,DEU
574748,7178693,Limehome GmbH,DEU
574749,7178694,Lignum 68 GmbH,DEU
574757,7178702,LEONHARD WEISS GmbH & Co. KG,DEU
574762,7178707,Lebensversicherung von 1871 a. G. München,DEU
574768,7178713,Langer-Umzüge GmbH,DEU
574770,7178715,Landeslabor Berlin-Brandenburg AöR,DEU
574776,7178721,LaHeRo GmbH Umzüge & Logistik,DEU
574777,7178722,Labu GmbH & Co. KG,DEU
574783,7178728,L.W. Cretschmar Süd GmbH & Co. KG,DEU
574784,7178729,L.W. Cretschmar GmbH & Co. KG,DEU
574790,7178735,KS-Logistic & Services GmbH & Co. KG,DEU
574791,7178736,Krug GmbH & Co. KG,DEU
574792,7178737,Krones AG,DEU
574793,7178738,KROLL Internationale Spedition GmbH,DEU
574794,7178739,KraussMaffei Technologies GmbH,DEU
574797,7178742,Konrad Zippel Spediteur GmbH & Co. KG,DEU
574805,7178750,Kommunale Abfallwirtschaftsgesellschaft des Kreises Warendorf GmbH (AWG Kommunal),DEU
574806,7178751,Kölner Pensionskasse VVaG i. L.,DEU
574807,7178752,Köhl GmbH,DEU
574809,7178754,Knorr Bremse AG,DEU
574813,7178758,Knape Gruppe Holding GmbH,DEU
574814,7178759,KMD Klinikum der Universität München Dienstleistungs GmbH,DEU
574815,7178760,Klinikum Freising GmbH,DEU
574816,7178761,Klärschlammverwertung Buchenhofen GmbH,DEU
574819,7178764,Kirchlichen Zusatzversorgungskasse des Verbandes der Diözesen Deutschlands (KZVK),DEU
574820,7178765,KION Group,DEU
574824,7178769,Kinderstiftung Josef und Bärbel Englert,DEU
574828,7178773,KG Fidele Fortuna vun 1949 e.V,DEU
574829,7178774,KfW-Bankengruppe,DEU
574835,7178780,Kayla Logistics GmbH,DEU
574837,7178782,Käthner & Co. GmbH,DEU
574838,7178783,Kassenärztliche Vereinigung Baden-Württemberg,DEU
574839,7178784,Kashiyama Europe GmbH,DEU
574841,7178786,Kannegiesser Transport und Lagerhaus GmbH,DEU
574843,7178788,KAMAX Holding GmbH & Co. KG,DEU
574849,7178794,JVCKENWOOD Deutschland GmbH,DEU
574859,7178804,Jolly Joker Verwaltungs GmbH,DEU
574860,7178805,Joint HR MR Private Equity GmbH,DEU
574864,7178809,"Joh. Berenberg, Gossler & Co. KG",DEU
574865,7178810,Jochen Sautter,DEU
574869,7178814,Jedox GmbH,DEU
574872,7178817,Jaslin GmbH u. Co. KG,DEU
574873,7178818,Jaschek Maschinentransporte GmbH,DEU
574876,7178821,J.G. ANSCHÜTZ GmbH u. Co. KG,DEU
574882,7178827,ITO Global Logistics GmbH,DEU
574883,7178828,ITM Isotope Technologies Munich SE,DEU
574884,7178829,ITK Internationales Transport-Kontor GmbH,DEU
574890,7178835,IT4You GmbH & Co. KG,DEU
574912,7178857,Insellogistik Rügen Hiddensee GmbH,DEU
574918,7178863,InflaRx N.V.,DEU
574923,7178868,Indie semiconductor Germany GmbH,DEU
574929,7178874,ILJIN Motion & Control GmbH,DEU
574930,7178875,ILJIN GmbH,DEU
574936,7178881,IFB International Freightbridge (Deutschland) GmbH,DEU
574939,7178884,Idee GmbH,DEU
574944,7178889,IBV Wohnungsunternehmen Erich Ross GmbH u. Co. KG,DEU
574953,7178898,HWA AG,DEU
574956,7178901,Hüttenes-Albertus Chemische Werke GmbH,DEU
574957,7178902,HUK-COBURG Haftpflicht-Unterstützungs-Kasse kraftfahrender Beamter Deutschlands,DEU
574959,7178904,HTL Transportlogistik Gesellschaft für Transportlogistik und Sonderfahrten mbH,DEU
574966,7178911,Holzwerk Baumann GmbH,DEU
574967,7178912,HOLOPLOT GmbH,DEU
574973,7178918,HM-i privates Holistic Management Institut GmbH,DEU
574980,7178925,Hirotec Bucher GmbH,DEU
574986,7178931,Hermann GmbH Maschinenbautechnologie,DEU
574991,7178936,HENKEL AG & CO KGAA,DEU
574997,7178942,Heinz Prümmer GmbH & Co. KG,DEU
574998,7178943,Heinrich Otto KG (GmbH & CO.),DEU
574999,7178944,Heinrich Dehn intern. Sped. GmbH,DEU
575003,7178948,Heimkreiter GmbH,DEU
575004,7178949,Heike Börnicke,DEU
575006,7178951,Heidelberg Materials AG,DEU
575007,7178952,Health Logistics GmbH,DEU
575009,7178954,HBT Hölzer Beteiligungen GmbH u. Co KG,DEU
575012,7178957,Haselier GmbH & Co. KG,DEU
575015,7178960,Harald Eichhorn,DEU
575017,7178962,Hapag-Lloyd Aktiengesellschaft,DEU
575022,7178967,Hanna-Feinkost AG,DEU
575024,7178969,Haas GmbH & Co. KG,DEU
575025,7178970,H.S. FASHION logistics GmbH,DEU
575027,7178972,H&A Global Investment Management GmbH,DEU
575033,7178978,Grüne Damen und Herren Evangelische Kranken- und Alten-Hilfe e.V.,DEU
575034,7178979,GrundKapital GmbH,DEU
575039,7178984,Green Line Logistik- und Handelsgesellschaft mbH,DEU
575050,7178995,Gosselin (Deutschland) GmbH,DEU
575054,7178999,Glycotope GmbH,DEU
575055,7179000,Globaltrans Internationale Logistik GmbH,DEU
575060,7179005,GLAUCHAU-TRANS Internationale Spedition und Logistik GmbH,DEU
575061,7179006,GL Gießerei Lößnitz GmbH,DEU
575062,7179007,GKM Objekt Management GmbH,DEU
575065,7179010,Giesecke+Devrient GmbH,DEU
575067,7179012,GG Road GmbH,DEU
575070,7179015,getaline GmbH,DEU
575071,7179016,Gesellschaft zur Entsorgung von Abfällen Kreis Gütersloh mbH (GEGmbH),DEU
575072,7179017,Gerdts Spedition GmbH,DEU
575075,7179020,Georg von Holtzbrinck GmbH & Co. KG,DEU
575078,7179023,Geoffrey Yates,DEU
575080,7179025,Gemeindewerke Feucht Holding GmbH,DEU
575085,7179030,Gebr. Roggendorf GmbH,DEU
575086,7179031,Gebrüder Knauf KG,DEU
575089,7179034,GEA Group AG,DEU
575092,7179037,Gate41 Logistics GmbH & Co.KG,DEU
575103,7179048,Frye Transport-Logistik GmbH,DEU
575104,7179049,Fritz Schäfer GmbH & Co. KG,DEU
575105,7179050,Fritz Dräxlmaier GmbH & Co. KG,DEU
575110,7179055,FRESENIUS,DEU
575111,7179056,Freetime Spielhallen Betriebsgesellschaft mbH,DEU
575112,7179057,Franz-Josef Johann,DEU
575113,7179058,Franz Xaver Meiller Fahrzeug- und Maschinenfabrik GmbH & Co. KG,DEU
575115,7179060,Frank Ackermann,DEU
575121,7179066,Forschungs-Gesellschaft Verfahrens-Technik e. V. GVT,DEU
575128,7179073,Flughafen München GmbH,DEU
575135,7179080,Flexco Europe GmbH,DEU
575136,7179081,FIS HOLDING GmbH & Co. KG,DEU
575145,7179090,Finance in Motion GmbH,DEU
575147,7179092,FIEGE Logistik Holding Stiftung und Co. KG,DEU
575151,7179096,Festausschuss Dellbrücker Dienstagszug e.V.,DEU
575157,7179102,Fashion Chemicals GmbH & Co. KG,DEU
575158,7179103,Exyte GmbH,DEU
575159,7179104,Extremus Versicherungs-AG,DEU
575161,7179106,expectus GmbH,DEU
575163,7179108,EWMR Energie- und Wasserversorgung Mittleres Ruhrgebiet GmbH,DEU
575164,7179109,EW Services GmbH,DEU
575165,7179110,EVONIK Industries AG *,DEU
575168,7179113,Evangelisches Krankenhaus Göttingen-Weende gGmbH,DEU
575170,7179115,Evangelische Axenfeld Gesellschaft gGmbH,DEU
575173,7179118,Europäische Akademie Nordrhein-Westfalen e.V.,DEU
575176,7179121,Eurolub GmbH,DEU
575179,7179124,EUROBAUSTOFF Handelsgesellschaft mbH & Co. KG,DEU
575181,7179126,EUCHNER GmbH,DEU
575182,7179127,ETL GmbH European Transport Line,DEU
575187,7179132,Erste Abwicklungsanstalt,DEU
