,Ref_x,Subject,Locale_processed
1506548,9422050,ARG Aethylen Rohrleitungs- gesellschaft mbH & Co. KG,DEU
1506558,9422060,arvato Systems GmbH,DEU
1506587,9422089,AXA Lebensversicherung AG,DEU
1506588,9422090,AXA Lebensversicherung AG,DEU
1506589,9422091,AXA Versicherung AG,DEU
1506590,9422092,AXA Versicherung AG,DEU
1506618,9422120,BayWa r.e. Operation Services GmbH,DEU
1506620,9422122,BBV IMMOBILIEN-FONDS NR. 10 GmbH & Co. KG,DEU
1506635,9422137,BMW AG,DEU
1506636,9422138,BMW AG,DEU
1506637,9422139,BMW AG,DEU
1506638,9422140,BMZ Holding GmbH,DEU
1506677,9422179,C.H. Boehringer Sohn,DEU
1506678,9422180,C.H. Boehringer Sohn,DEU
1506685,9422187,CABB Group GmbH,DEU
1506686,9422188,CABB Group GmbH,DEU
1506699,9422201,Casio Europe GmbH,DEU
1506700,9422202,Casio Europe GmbH,DEU
1506727,9422229,Choya Umeshu (Deutschland) GmbH,DEU
1506728,9422230,Christie Digital Systems Germany GmbH,DEU
1506730,9422232,Chukyo Europe GmbH,DEU
1506761,9422263,Commerz Real Mobilienleasing GmbH,DEU
1506765,9422267,CompuGroup Medical SE & Co. KGaA,DEU
1506790,9422292,Covestro AG,DEU
1506791,9422293,Covestro AG,DEU
1506792,9422294,Covestro AG,DEU
1506793,9422295,Covestro AG,DEU
1506816,9422318,Daicel (Europa) GmbH,DEU
1506817,9422319,Daicel (Europa) GmbH,DEU
1506832,9422334,Daikin Chemical Europe GmbH,DEU
1506833,9422335,Daikin Chemical Europe GmbH,DEU
1506836,9422338,Daikin Refrigerants Frankfurt GmbH,DEU
1506837,9422339,Daikin Refrigerants Frankfurt GmbH,DEU
1506841,9422343,Daiwa Germany GmbH,DEU
1506844,9422346,datafusion Systems GmbH,DEU
1506847,9422349,DB Bahnbau Gruppe GmbH,DEU
1506848,9422350,DB Cargo AG,DEU
1506852,9422354,DB Connect GmbH,DEU
1506853,9422355,DB Energie GmbH,DEU
1506854,9422356,DB Fahrwegdienste GmbH,DEU
1506855,9422357,DB Fahrzeuginstandhaltung GmbH,DEU
1506856,9422358,DB Fernverkehr AG,DEU
1506857,9422359,DB InfraGO AG,DEU
1508814,9424316,Brenntag,DEU
1513272,9428774,SAP SE,DEU
1515141,9430643,OILTANKING GMBH,DEU
1515142,9430644,OILTANKING GMBH,DEU
1515886,9431388,Project Salsa (DB Holding 1 S.à r.l.),DEU
1515887,9431389,Project Salsa (DB Holding 1 S.à r.l.),DEU
1516462,9432046,AXIA Asset Management GmbH,DEU
1516463,9432047,AXIA Asset Management GmbH,DEU
1517200,9432784,Capnamic Ventures Management GmbH,DEU
1517225,9432809,Carl von Rohrer Vermögensverwaltungs GmbH & Co. KG,DEU
1517450,9433034,Christian Hintz Vermögensverwaltung GmbH,DEU
1518183,9433767,Deepl SE,DEU
1518258,9433842,Digital Transformation Capital PartnersTeam GmbH & Co. KG,DEU
1518566,9434150,JAB Consumer Fund Management S.à.r.l.,DEU
1518782,9434366,KanAm Grund Institutional Kapitalverwaltungsgesellschaft mbH,DEU
1520359,9435943,Steinhart & Stahl Vermögensverwaltung GmbH,DEU
1520415,9435999,STRATAV Vermögensverwaltung GmbH,DEU
1520607,9436191,Tach2yone GmbH,DEU
1521148,9436732,Trend - Kairos - Capital GmbH,DEU
1521214,9436798,Tungsten Capital Management GmQC,DEU
1521530,9437114,Vsquared Ventures Management GmbH,DEU
1521538,9437122,W & S Portfoliomanagement GmbH,DEU
1521577,9437161,Wallrich Asset Management AG,DEU
1521875,9437459,XDECK Management GmbH,DEU
1522008,9437592,ADAC,DEU
1522010,9437594,Adolf Würth GmbH & Co. KG,DEU
1522016,9437600,ALLIANZ,DEU
1522017,9437601,ALLIANZ,DEU
1522024,9437608,AOK Badenwuttember,DEU
1522027,9437611,ARDEX Group GmbH,DEU
1522036,9437620,badenova AG & Co. KG,DEU
1522408,9438404,3rd Light GmbH,DEU
1522409,9438405,4Wheels Services GmbH,DEU
1522410,9438406,4Wheels Services GmbH,DEU
1522417,9438413,A-Z Automaten Rosenbaum GmbH & Co. KG,DEU
1522421,9438417,a/sh sander.hofrichter architekten gmbh,DEU
1522434,9438430,Abfallentsorgungsverband Schwarze Elster,DEU
1522435,9438431,Abfallwirtschaftsgesellschaft des Kreises Warendorf mbH,DEU
1522436,9438432,Abfallwirtschaftsgesellschaft Landkreis Schaumburg mbH,DEU
1522479,9438475,Acito Logistics GmbH,DEU
1522480,9438476,Acito Logistics GmbH,DEU
1522506,9438502,ADAM Audio GmbH,DEU
1522510,9438506,Adapa Holding GmbH,DEU
1522524,9438520,ADLON Intelligent Solution GmbH,DEU
1522565,9438561,AFT microwave GmbH,DEU
1522584,9438580,Agnieszka Maria Mierzejwska,DEU
1522589,9438585,AHTS GmbH,DEU
1522620,9438616,ALBA plc & Co. KG,DEU
1522625,9438621,Albert Schuck GmbH & Co. KG Transport und Logistik,DEU
1522626,9438622,Albert Schuck GmbH & Co. KG Transport und Logistik,DEU
1522634,9438630,Alessandro Cacciola,DEU
1522638,9438634,Alexander Rinke,DEU
1522642,9438638,Alfons Köster und Co. GmbH,DEU
1522643,9438639,Alfred Bohn GmbH & Co. KG,DEU
1522645,9438641,Alfred Weber Beteiligung GmbH,DEU
1522659,9438655,All for One Group SE,DEU
1522660,9438656,All for One Group SE,DEU
1522666,9438662,Allegro Invest SE,DEU
1522667,9438663,Allegro Invest SE,DEU
1522684,9438680,Allgäuer Überlandwerk GmbH,DEU
1522687,9438683,ALLIANZ,DEU
1522688,9438684,ALLIANZ,DEU
1522689,9438685,ALLIANZ,DEU
1522738,9438734,Altana Aktiengesellschaft,DEU
1522743,9438739,AMA Freight Agency GmbH,DEU
1522744,9438740,AMA Freight Agency GmbH,DEU
1522748,9438744,AMD der BG Bau GmbH,DEU
1522762,9438758,Andreas Maier Holding GmbH,DEU
1522763,9438759,ANDREAS SCHMID LOGISTIK AG,DEU
1522791,9438787,Apleona Holding GmbH,DEU
1522803,9438799,Aquila Capital Holding GmbH,DEU
1522804,9438800,Aquila Capital Holding GmbH,DEU
1522805,9438801,Aquila Capital Holding GmbH,DEU
1522806,9438802,Aquila Capital Holding GmbH,DEU
1522807,9438803,Aquila Capital Investmentgesellschaft mbH,DEU
1522808,9438804,Aquila Capital Investmentgesellschaft mbH,DEU
1522809,9438805,Aquila Capital Investmentgesellschaft mbH,DEU
1522810,9438806,Aquila Capital Investmentgesellschaft mbH,DEU
1522813,9438809,ARA AG - Management board,DEU
1522814,9438810,ARA AG - Supervisory board,DEU
1522840,9438836,Arbeiter-Samariter-Bund Baden-Württemberg e.V.,DEU
1522841,9438837,Arbeitsgemeinschaft Stoffspezifische Abfallbehandlung (ASA) e.V,DEU
1522858,9438854,ARDEX GmbH,DEU
1522898,9438894,Artur Möller GmbH und Co. KG,DEU
1522899,9438895,Artur Möller GmbH und Co. KG,DEU
1522905,9438901,ASB Hessen Service GmbH,DEU
1522906,9438902,ASB Soziale Projekte Hessen gGmbH,DEU
1522907,9438903,ASB Soziale Projekte Hessen gGmbH,DEU
1522920,9438916,Asista Teile fürs Rad GmbH & Co. KG,DEU
1522956,9438952,ATI Logistik GmbH & Co. KG,DEU
1522962,9438958,ATLAS Rostock GmbH,DEU
1522968,9438964,Atruvia AG,DEU
1522974,9438970,Auge Transporte + Logistik GmbH & Co. KG,DEU
1522975,9438971,Auge Transporte + Logistik GmbH & Co. KG,DEU
1523024,9439020,Auticon Holding GmbH,DEU
1523026,9439022,AutoDoc SE,DEU
1523027,9439023,AutoDoc SE,DEU
1523041,9439037,AVISTA OIL AG,DEU
1523042,9439038,AVISTA OIL AG,DEU
1523051,9439047,AWIGO Abfallwirtschaft Landkreis Osnabrück GmbH,DEU
1523064,9439060,Axel Springer SE,DEU
1523075,9439071,B. Metzler seel. Sohn & Co. AG,DEU
1523076,9439072,B. Metzler seel. Sohn & Co. AG,DEU
1523077,9439073,B. Metzler seel. Sohn & Co. AG,DEU
1523406,9439402,Barbara Baumann - Baretti (Haema AG),DEU
1523423,9439419,barth Spedition GmbH,DEU
1523426,9439422,Bastian Nominacher,DEU
1523427,9439423,Bau- und Liegenschaftsbetrieb des Landes Nordrhein-Westfalen,DEU
1523429,9439425,Bausparkasse Schwäbisch Hall AG,DEU
1523430,9439426,Bausparkasse Schwäbisch Hall AG,DEU
1523435,9439431,Bayer AG*,DEU
1523436,9439432,Bayer AG*,DEU
1523437,9439433,Bayerische Motoren Werke,DEU
1523438,9439434,BayWa AG,DEU
1523440,9439436,BBZ Beihilfe- und Beratungszentrum GmbH,DEU
1523495,9439491,Berners Beteiligungs- und Vermögensverwaltung GmbH & Co. KG,DEU
1523497,9439493,Bertelsmann Pension Trust e.V.,DEU
1523502,9439498,bestlog Innovative Transportlogistik GmbH,DEU
1523513,9439509,BEUMER Group GmbH & Co. KG,DEU
1523536,9439532,Bioland e. V.,DEU
1523550,9439546,BKL Baukran Logistik GmbH,DEU
1523551,9439547,Black Forest Terminal GmbH,DEU
1523558,9439554,BLS GmbH,DEU
1523559,9439555,Blue Energy Group AG,DEU
1523561,9439557,bluu unit GmbH,DEU
1523564,9439560,Bockelmann-Holz GmbH,DEU
1523565,9439561,Bockelmann-Holz GmbH,DEU
1523566,9439562,bofrost Dienstleistungs GmbH und Co. KG,DEU
1523629,9439625,"Brose Fahrzeugteile SE & CO. Kommanditgesellschaft, Coburg",DEU
1523647,9439643,BUND LV Baden Württemberg e.V.,DEU
1523648,9439644,BUND LV Baden Württemberg e.V.,DEU
1523649,9439645,Bundesanstalt für Immobilienaufgaben,DEU
1523650,9439646,Bundesdruckerei Gruppe GmbH,DEU
1523651,9439647,Bundesverband Deutscher Verwaltungs- und Wirtschafts- Akademien e.V.,DEU
1523664,9439660,Bürgerstiftung Bruno Helms,DEU
1523680,9439676,C.H. Boehringer Sohn,DEU
1523681,9439677,C.H. Boehringer Sohn,DEU
1523689,9439685,Lippok & Wolf GmbH,DEU
1523690,9439686,Lippok & Wolf GmbH,DEU
1523708,9439704,LODGEA GmbH,DEU
1523709,9439705,LOGIPART GmbH,DEU
1523710,9439706,Lohmann & Rauscher International GmbH and Co KG,DEU
1523711,9439707,Lohnausgleichskasse für das Dachdeckerhandwerk e.V.,DEU
1523728,9439724,LOTHEMI GmbH,DEU
1523729,9439725,Lotter GmbH,DEU
1523735,9439731,LS Cargo Logistics GmbH,DEU
1523736,9439732,LSU Schäberle Logistik und Speditions Union GmbH und Co. KG,DEU
1523737,9439733,LTS Lohmann Therapie-Systeme AG,DEU
1523738,9439734,Ludwig Häberle Logistik GmbH,DEU
1523739,9439735,Ludwig Melosch GmbH & Co. KG,DEU
1523740,9439736,LUKAD Holding GmbH und Co. KG,DEU
1523748,9439744,Luxcara Infrastructure GmbH,DEU
1523749,9439745,Luxcara Infrastructure GmbH,DEU
1523758,9439754,Lx Energy Partners GmbH,DEU
1523759,9439755,Lx Energy Partners GmbH,DEU
1523808,9439804,MAG IAS GmbH,DEU
1523809,9439805,MAHLE AG,DEU
1523834,9439830,Mann + Hummel International GmbH u. Co. KG.,DEU
1523842,9439838,Marek Hahn (aap Implantate AG),DEU
1523843,9439839,Market Logic Software AG,DEU
1523844,9439840,Markgräfler Reitverein Buggingen e.V.,DEU
1523847,9439843,MARKT-PILOT GmbH,DEU
1523864,9439860,Matthias Schindler,DEU
1523868,9439864,Max Schlatterer GmbH & CO. KG,DEU
1523870,9439866,Mayer Seubert Umweltservice GmbH,DEU
1523877,9439873,MBB SE,DEU
1523879,9439875,MBO Postpress Solutions GmbH,DEU
1523880,9439876,MBS-Anlage Westerwald GmbH & Co. KG,DEU
1523894,9439890,ME Mayerhofer Elektronik GmbH,DEU
1523895,9439891,media.d.sign GmbH Werbeagentur,DEU
1523896,9439892,Median Unternehmensgruppe B.V. & Co. KG,DEU
1523904,9439900,Mega Fun Net X GmbH,DEU
1523905,9439901,Mega Fun Sportwetten GmbH,DEU
1523912,9439908,Mercedes Benz AG,DEU
1523915,9439911,Merck KGaA*,DEU
1523929,9439925,meta4log GmbH,DEU
1523994,9439990,MKW - Materialkreislauf- und Kompostwirtschaft GmbH und Co. KG,DEU
1524005,9440001,Möhlmann und Teschner Logistik GmbH,DEU
1524006,9440002,Molecular Machines & Industries GmbH,DEU
1524007,9440003,Molecular Machines & Industries GmbH,DEU
1524037,9440033,MPDV Microlab GmbH,DEU
1524038,9440034,MRK-Systeme GmbH,DEU
1524043,9440039,Muehlhan Holding GmbH,DEU
1524057,9440053,MultiTrans AG,DEU
1524058,9440054,Multivac Sepp Haggenmüller SE & Co. KG,DEU
1524061,9440057,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,DEU
1524068,9440064,Musashi Europe GmbH,DEU
1524074,9440070,MVV Energie AG,DEU
1524076,9440072,Mynaric AG,DEU
1524077,9440073,Mynaric AG,DEU
1524080,9440076,MYT Netherlands Parent B.V. (mytheresa),DEU
1524081,9440077,N.H.C. Nölle Holding & Consulting GmbH,DEU
1524083,9440079,NABU-Naturschutzstation Niederrhein e.V.,DEU
1524092,9440088,nanotools GmbH,DEU
1524093,9440089,nanotools GmbH,DEU
1524148,9440144,NCC Europe GmbH,DEU
1524164,9440160,Netzwerk Logistik Mitteldeutschland e.V.,DEU
1524165,9440161,Neuman & Esser Verwaltungs- und Beteiligungsgesellschaft mbH,DEU
1524166,9440162,NEUMO Armaturenfabrik-Apparatebau- Metallgiesserei GmbH & Co. KG,DEU
1524167,9440163,Neumonda GmbH,DEU
1524168,9440164,Neversa -Dienstleistungen für betriebliche Versorgungssysteme eG,DEU
1524207,9440203,Night Star Express GmbH Logistik,DEU
1524221,9440217,NOCH GmbH und Co. KG,DEU
1524232,9440228,nord logistic nolo Speditionsgesellschaft mbH,DEU
1524292,9440288,NOSTA Holding GmbH,DEU
1524310,9440306,NT Tool Europe GmbH,DEU
1524316,9440312,Nucleus Capital Fund Management GmbH,DEU
1524317,9440313,Nucleus Capital Fund Management GmbH,DEU
1524396,9440392,Orpheus HoldCo GmbH,DEU
1524397,9440393,Orpheus HoldCo GmbH,DEU
1524409,9440405,Otto GmbH & Co KG,DEU
1524412,9440408,Ovesco Endoscopy AG,DEU
1524416,9440412,OWP Butendiek GmbH & Co. KG,DEU
1524420,9440416,P. u. P. Feuerschutz und Anlagenbau GmbH,DEU
1524421,9440417,P.A. GmbH,DEU
1524422,9440418,P.C.S. Machine Group Holding GmbH,DEU
1524435,9440431,PARS Logistic GmbH,DEU
1524436,9440432,PARS Logistic GmbH,DEU
1524439,9440435,PASS Holding GmbH,DEU
1524447,9440443,PCC SE,DEU
1524448,9440444,PCC SE,DEU
1524449,9440445,PCF GmbH,DEU
1524459,9440455,Pensionskasse der Caritas VVaG,DEU
1524460,9440456,Pensionskasse der Wacker Chemie VVaG,DEU
1524468,9440464,Pepperl+Fuchs SE,DEU
1524473,9440469,Pergan Hilfsstoffe für industrielle Prozesse GmbH,DEU
1524488,9440484,Peter Kluth (Dr. Seifert AG),DEU
1524489,9440485,Peter Kuhnert & Sohn GmbH,DEU
1524490,9440486,Peter Kuhnert & Sohn GmbH,DEU
1524500,9440496,Pfeifer & Langen GmbH & Co. KG,DEU
1524513,9440509,Pharetra Ges. f. textile Kunststoffanw. mbH & Co. KG,DEU
1524518,9440514,PHOENIX CONTACT GmbH & Co. KG,DEU
1524530,9440526,PHOENIX Pharma SE,DEU
1524558,9440554,Planalyze GmbH,DEU
1524560,9440556,Plasticon Composites GmbH,DEU
1524561,9440557,Plasticon Composites GmbH,DEU
1524565,9440561,Plus 6 Werkzeuge GmbH & Co. KG,DEU
1524567,9440563,Plusultra pharma GmbH,DEU
1524603,9440599,Polyplast Müller GmbH,DEU
1524606,9440602,Porsche Automobil Holding SE,DEU
1524648,9440644,PricewaterhouseCoopers GmbH,DEU
1524649,9440645,PricewaterhouseCoopers GmbH,DEU
1524660,9440656,pro-com DATENSYSTEME GmbH,DEU
1524661,9440657,pro-com DATENSYSTEME GmbH,DEU
1524662,9440658,Proclane Commerce GmbH,DEU
1524663,9440659,ProCredit Holding AG,DEU
1524664,9440660,Prof. Schumann GmbH,DEU
1524715,9440711,pros4sport Verwaltungs GmbH,DEU
1524720,9440716,Provinzial Holding AG,DEU
1524738,9440734,Purrmann Logistik GmbH,DEU
1524765,9440761,Qimonda Pension Trust e.V.,DEU
1524773,9440769,Qsil SE,DEU
1524774,9440770,Qsil SE,DEU
1524794,9440790,R + C Seetransport GmbH & Co. KG,DEU
1524804,9440800,RAG Stiftung,DEU
1524815,9440811,Ralf Nitschke,DEU
1524835,9440831,Recht Kontraktlogistik GmbH,DEU
1524836,9440832,Recht Logistik GmbH,DEU
1524844,9440840,Reederei Baltrum-Linie GmbH,DEU
1524848,9440844,REINKE International GmbH und Co. KG,DEU
1524849,9440845,ReiseBank AG,DEU
1524851,9440847,Rekular GmbH,DEU
1524860,9440856,Renate Holding GmbH,DEU
1524876,9440872,Restaurant am Chinesischen Turm Haberl GmbH,DEU
1524884,9440880,Rettenmaier Familienholding GmbH,DEU
1524885,9440881,Rettenmaier Familienholding Management GmbH & Co. KG,DEU
1524896,9440892,RHIEM Packaging & Print GmbH,DEU
1524897,9440893,RHÖN-KLINIKUM Aktiengesellschaft,DEU
1524899,9440895,RI Invest GmbH & Cie. KG,DEU
1524900,9440896,RI Invest GmbH & Cie. KG,DEU
1524917,9440913,Rinderzuchtverband Berlin-Brandenburg eG,DEU
1524918,9440914,Rinderzuchtverband Berlin-Brandenburg eG,DEU
1524921,9440917,RIPEG Immobilien GmbH & Co. KG,DEU
1524923,9440919,Ritterwand GmbH und Co. KG Metall-Systembau,DEU
1524928,9440924,Robert Bosch GmbH,DEU
1524929,9440925,Robert Bosch GmbH,DEU
1524936,9440932,Roll Holding GmbH u. Co. KG,DEU
1524939,9440935,Rosskothen Transporte GmbH,DEU
1524940,9440936,Rotan GmbH,DEU
1525013,9441009,Safran Data Systems GmbH,DEU
1525020,9441016,SAHARA Werbeagentur GmbH,DEU
1525021,9441017,SAHARA Werbeagentur GmbH,DEU
1525067,9441063,SAP SE,DEU
1525068,9441064,SAP SE,DEU
1525069,9441065,SAP SE,DEU
1525070,9441066,SAP SE,DEU
1525071,9441067,Saria SE & Co.KG,DEU
1525072,9441068,Saria SE & Co.KG,DEU
1525097,9441093,Schaeffler AG,DEU
1525100,9441096,Schenck Process Management GmbH,DEU
1525104,9441100,Schittenhelm Vermögens GmbH,DEU
1525105,9441101,Schmitt Logistik GmbH,DEU
1525107,9441103,Schock TopCo GmbH,DEU
1525108,9441104,Schokinag Holding GmbH,DEU
1525117,9441113,Schroeder & Busche Holding GmbH,DEU
1525119,9441115,Schwarz Dienstleistung KG,DEU
1525120,9441116,Schweißtechnische Lehr- und Versuchsanstalt Mannheim GmbH,DEU
1525147,9441143,Seatrader Speditionsgesellschaft mbH,DEU
1525163,9441159,Sennheiser electronic SE & Co. KG,DEU
1525164,9441160,Senovo Capital Management GmbH,DEU
1525165,9441161,Senovo Capital Management GmbH,DEU
1525211,9441207,Silbitz Group Beteiligungs GmbH,DEU
1525215,9441211,SimplyDelivery GmbH,DEU
1525218,9441214,Sippl-Woermann-Stiftung,DEU
1525219,9441215,Sippl-Woermann-Stiftung,DEU
1525242,9441238,SL RASCH GmbH Special & Lightweight Structures,DEU
1525249,9441245,SLC Stiftland Logistik Center GmbH,DEU
1525250,9441246,SMA Solar Germany,DEU
1525286,9441282,Solaris SE,DEU
1525287,9441283,Solaris SE,DEU
1525288,9441284,SOLI-TRANS Seefrachtkontor GmbH,DEU
1525308,9441304,Sostmeier Spedition + Logistik GmbH,DEU
1525322,9441318,Spedition Beste GmbH und Co.KG,DEU
1525323,9441319,Spedition Hüsing GmbH,DEU
1525324,9441320,Speditions- und Logistikverband Hessen Rheinland-Pfalz e.V.,DEU
1525336,9441332,Spielmobile e.V.,DEU
1525343,9441339,Sport Group TopCo GmbH,DEU
1525344,9441340,Sport Import GmbH,DEU
1525345,9441341,Sport1 Medien AG,DEU
1525347,9441343,Springer Nature AG & Co. KG aA,DEU
1525352,9441348,SSI SCHÄFER GmbH & Co. KG,DEU
1525354,9441350,Stadt Hilden Beteiligungsgesellschaft mbH,DEU
1525355,9441351,Stadtbau GmbH Deggendorf,DEU
1525356,9441352,Stadthallen Deggendorf GmbH,DEU
1525357,9441353,Stadtparken Deggendorf GmbH,DEU
1525359,9441355,Stadtwerke Finsterwalde GmbH,DEU
1525363,9441359,Stadtwerke Lünen GmbH,DEU
1525366,9441362,Stadtwerke Radevormwald GmbH,DEU
1525367,9441363,Stadtwerke Saarbrücken Holding GmbH,DEU
1525368,9441364,Stadtwerke Saarbrücken Holding GmbH,DEU
1525413,9441409,Stephan Eichhorn,DEU
1525414,9441410,Stephani Spedition GmbH,DEU
1525425,9441421,Stern-Wywiol Gruppe GmbH & Co. KG,DEU
1525430,9441426,Stiftung Hubert Beck zur Ausbildungsförderung,DEU
1525431,9441427,Stiftung Hubert Beck zur Ausbildungsförderung,DEU
1525432,9441428,Stiftung Menschen für Menschen - Karlheinz Böhms Äthiopienhilfe,DEU
1525433,9441429,STIHL Holding AG & Co. KG,DEU
1525442,9441438,Storch-Ciret Holding GmbH,DEU
1525461,9441457,Südroh Recycling GmbH,DEU
1525462,9441458,Südwestdeutsche Stromhandels GmbH,DEU
1525463,9441459,SUDZUCKER AG,DEU
1525517,9441513,Swiss Krono Tex GmbH & Co,DEU
1525518,9441514,Swiss Krono Tex GmbH & Co,DEU
1525543,9441539,synvert GmbH,DEU
1525544,9441540,synvert GmbH,DEU
1525546,9441542,System Alliance Europe e. G.,DEU
1525547,9441543,System Alliance Immobilien GmbH,DEU
1525548,9441544,System Plus Logistic Service GmbH & Co. KG,DEU
1525549,9441545,Szydlak Transport GmbH,DEU
1525556,9441552,TAG Sportwetten GmbH,DEU
1525559,9441555,TAGteam GmbH,DEU
1525565,9441561,TanQuid GmbH & Co.,DEU
1525572,9441568,Taxdoo GmbH,DEU
1525582,9441578,TD Deutsche Klimakompressor,DEU
1525604,9441600,TENESO Europe SE,DEU
1525606,9441602,Tennis-Club Kleckerwald e.V.,DEU
1525607,9441603,Termin Transporte Bonillo GmbH und Co. KG,DEU
1525650,9441646,"Theater Regensburg, Anstalt des öffentlichen Rechts Kommunalunternehmen der Stadt Regensburg",DEU
1525651,9441647,Thelen Automaten GmbH,DEU
1525655,9441651,THK GmbH,DEU
1525657,9441653,Thomas Kraus,DEU
1525658,9441654,Thomas Kraus,DEU
1525662,9441658,Thumm Beteiligungen GmbH,DEU
1525668,9441664,Timpla GmbH,DEU
1525675,9441671,TLI-TransLog International GmbH & Co. KG,DEU
1525676,9441672,TML Spedition GmbH,DEU
1525750,9441746,TTM Holding GmbH,DEU
1525779,9441775,HUGO BOSS AG,DEU
1525781,9441777,HUGO KERN UND LIEBERS GMBH AND CO KG PLATINEN UND FEDERNFABRIK,DEU
1525782,9441778,HUGO KERN UND LIEBERS GMBH AND CO KG PLATINEN UND FEDERNFABRIK,DEU
1525811,9441807,IDT BIOLOGIKA GMBH,DEU
1525823,9441819,ILF GROUP HOLDING GMBH,DEU
1525881,9441877,INFRASERV GMBH AND CO HÖCHST KG,DEU
1525882,9441878,INFRASERV GMBH AND CO HÖCHST KG,DEU
1525883,9441879,INFRASERV GMBH AND CO HÖCHST KG,DEU
1525884,9441880,INFRASERV GMBH AND CO HÖCHST KG,DEU
1525913,9441909,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
1525914,9441910,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
1525915,9441911,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
1525916,9441912,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
1525917,9441913,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
1525955,9441951,ITF PHARMA,DEU
1525963,9441959,J WAGNER GMBH,DEU
1526029,9442025,KATHREIN SE,DEU
1526030,9442026,KATHREIN SE,DEU
1526043,9442039,KION Group,DEU
1526044,9442040,KION Group,DEU
1526069,9442065,KOROZO GMBH,DEU
1526070,9442066,KOROZO GMBH,DEU
1526078,9442074,KS AKTIENGESELLSCHAFT,DEU
1526079,9442075,KS AKTIENGESELLSCHAFT,DEU
1526080,9442076,KS AKTIENGESELLSCHAFT,DEU
1526081,9442077,KS AKTIENGESELLSCHAFT,DEU
1526082,9442078,KS AKTIENGESELLSCHAFT,DEU
1526083,9442079,KS AKTIENGESELLSCHAFT,DEU
1526084,9442080,KSB SE AND CO KGAA,DEU
1526085,9442081,KSB SE AND CO KGAA,DEU
1526086,9442082,KSB SE AND CO KGAA,DEU
1526121,9442117,LANXESS DEUTSCHLAND GMBH,DEU
1526122,9442118,LANXESS DEUTSCHLAND GMBH,DEU
1526123,9442119,LANXESS DEUTSCHLAND GMBH,DEU
1526124,9442120,LANXESS DEUTSCHLAND GMBH,DEU
1526125,9442121,LANXESS DEUTSCHLAND GMBH,DEU
1526126,9442122,LANXESS DEUTSCHLAND GMBH,DEU
1526127,9442123,LANXESS DEUTSCHLAND GMBH,DEU
1526128,9442124,LANXESS DEUTSCHLAND GMBH,DEU
1526129,9442125,LANXESS DEUTSCHLAND GMBH,DEU
1526130,9442126,LANXESS DEUTSCHLAND GMBH,DEU
1526139,9442135,LEO PHARMA GMBH,DEU
1526215,9442211,LSF11 SKYSCRAPER TOPCO SARL,DEU
1526216,9442212,LSF11 SKYSCRAPER TOPCO SARL,DEU
1526217,9442213,LSF11 SKYSCRAPER TOPCO SARL,DEU
1526218,9442214,LSF11 SKYSCRAPER TOPCO SARL,DEU
1526219,9442215,LTS LOHMANN THERAPIESYSTEME AG,DEU
1526220,9442216,LTS LOHMANN THERAPIESYSTEME AG,DEU
1526221,9442217,LTS LOHMANN THERAPIESYSTEME AG,DEU
1526222,9442218,LTS LOHMANN THERAPIESYSTEME AG,DEU
1526229,9442225,LUYE PHARMA,DEU
1526250,9442246,MANDM SOFTWARE GMBH,DEU
1526253,9442249,MARC O´POLO INTERNATIONAL GMBH,DEU
1526254,9442250,MARC O´POLO INTERNATIONAL GMBH,DEU
1526255,9442251,MARC O´POLO INTERNATIONAL GMBH,DEU
1526256,9442252,MARC O´POLO INTERNATIONAL GMBH,DEU
1526261,9442257,MARSH/DAIMLERTRUCKS RAHMENVERTRAG,DEU
1526286,9442282,MDELEKTRONIK GMBH,DEU
1526287,9442283,MDELEKTRONIK GMBH,DEU
1526288,9442284,MDELEKTRONIK GMBH,DEU
1526289,9442285,MDELEKTRONIK GMBH,DEU
1526294,9442290,MEDA PHARMA DE,DEU
1526295,9442291,MEDA PHARMA DE,DEU
1526305,9442301,MERCEDESBENZ GROUP AG,DEU
1526306,9442302,MERCEDESBENZ GROUP AG,DEU
1526307,9442303,MERCEDESBENZ GROUP AG,DEU
1526309,9442305,Merck KGaA*,DEU
1526333,9442329,MIELE AND CIE KG,DEU
1526397,9442393,MTU AERO ENGINGES AG,DEU
1526401,9442397,MULTIVAC SEPP HAGGENMÜLLER SE AND CO KG,DEU
1526526,9442522,NKT HV CABLES AB,DEU
1526666,9442662,OTTOBOCK SE AND CO KGAA,DEU
1526667,9442663,OTTOBOCK SE AND CO KGAA,DEU
1526668,9442664,OTTOBOCK SE AND CO KGAA,DEU
1526669,9442665,OTTOBOCK SE AND CO KGAA,DEU
1526735,9442731,PHOENIX PHARMAHANDEL GMBH AND CO KG,DEU
1526736,9442732,PHOENIX PHARMAHANDEL GMBH AND CO KG,DEU
1526737,9442733,PHOENIX PHARMAHANDEL GMBH AND CO KG,DEU
1526751,9442747,PMINTERNATIONAL AG,DEU
1526792,9442788,PROCTER AND GAMBLE GMBH,DEU
1526837,9442833,RAG AG,DEU
1526838,9442834,RAG AG,DEU
